FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037125502,Census Tract 1255.02,"Census Tract 1255.02, Los Angeles County, California",6,37,125502,14000US06037125502,3457,1943,1789,464,1325
6037125600,Census Tract 1256,"Census Tract 1256, Los Angeles County, California",6,37,125600,14000US06037125600,2795,1287,1188,609,579
6037127102,Census Tract 1271.02,"Census Tract 1271.02, Los Angeles County, California",6,37,127102,14000US06037127102,5663,1697,1649,578,1071
6037127103,Census Tract 1271.03,"Census Tract 1271.03, Los Angeles County, California",6,37,127103,14000US06037127103,3187,1205,1082,176,906
6037127104,Census Tract 1271.04,"Census Tract 1271.04, Los Angeles County, California",6,37,127104,14000US06037127104,3588,1325,1283,499,784
6037127210,Census Tract 1272.10,"Census Tract 1272.10, Los Angeles County, California",6,37,127210,14000US06037127210,5714,1920,1833,526,1307
6037127220,Census Tract 1272.20,"Census Tract 1272.20, Los Angeles County, California",6,37,127220,14000US06037127220,5005,1752,1697,449,1248
6037127300,Census Tract 1273,"Census Tract 1273, Los Angeles County, California",6,37,127300,14000US06037127300,3731,1438,1352,475,877
6037127400,Census Tract 1274,"Census Tract 1274, Los Angeles County, California",6,37,127400,14000US06037127400,6673,1904,1862,478,1384
6037127520,Census Tract 1275.20,"Census Tract 1275.20, Los Angeles County, California",6,37,127520,14000US06037127520,4544,1465,1418,82,1336
6037127603,Census Tract 1276.03,"Census Tract 1276.03, Los Angeles County, California",6,37,127603,14000US06037127603,3154,963,939,143,796
6037127604,Census Tract 1276.04,"Census Tract 1276.04, Los Angeles County, California",6,37,127604,14000US06037127604,3093,1288,1168,236,932
6037127605,Census Tract 1276.05,"Census Tract 1276.05, Los Angeles County, California",6,37,127605,14000US06037127605,3998,1129,1087,79,1008
6037127606,Census Tract 1276.06,"Census Tract 1276.06, Los Angeles County, California",6,37,127606,14000US06037127606,3499,1162,1136,388,748
6037127711,Census Tract 1277.11,"Census Tract 1277.11, Los Angeles County, California",6,37,127711,14000US06037127711,3451,1221,1171,439,732
6037127712,Census Tract 1277.12,"Census Tract 1277.12, Los Angeles County, California",6,37,127712,14000US06037127712,3669,1611,1548,252,1296
6037127803,Census Tract 1278.03,"Census Tract 1278.03, Los Angeles County, California",6,37,127803,14000US06037127803,4675,1630,1608,364,1244
6037127804,Census Tract 1278.04,"Census Tract 1278.04, Los Angeles County, California",6,37,127804,14000US06037127804,4450,1631,1607,440,1167
6037127805,Census Tract 1278.05,"Census Tract 1278.05, Los Angeles County, California",6,37,127805,14000US06037127805,3785,1220,1220,318,902
6037127806,Census Tract 1278.06,"Census Tract 1278.06, Los Angeles County, California",6,37,127806,14000US06037127806,3253,1292,1216,233,983
6037127910,Census Tract 1279.10,"Census Tract 1279.10, Los Angeles County, California",6,37,127910,14000US06037127910,4960,1624,1474,202,1272
6037127920,Census Tract 1279.20,"Census Tract 1279.20, Los Angeles County, California",6,37,127920,14000US06037127920,4633,1379,1340,519,821
6037128101,Census Tract 1281.01,"Census Tract 1281.01, Los Angeles County, California",6,37,128101,14000US06037128101,3715,1307,1291,430,861
6037128102,Census Tract 1281.02,"Census Tract 1281.02, Los Angeles County, California",6,37,128102,14000US06037128102,4976,1558,1494,265,1229
6037128210,Census Tract 1282.10,"Census Tract 1282.10, Los Angeles County, California",6,37,128210,14000US06037128210,5247,1603,1541,78,1463
6037128220,Census Tract 1282.20,"Census Tract 1282.20, Los Angeles County, California",6,37,128220,14000US06037128220,3106,1221,1199,326,873
6037128302,Census Tract 1283.02,"Census Tract 1283.02, Los Angeles County, California",6,37,128302,14000US06037128302,4832,1549,1480,252,1228
6037128303,Census Tract 1283.03,"Census Tract 1283.03, Los Angeles County, California",6,37,128303,14000US06037128303,3650,1176,1118,32,1086
6037128400,Census Tract 1284,"Census Tract 1284, Los Angeles County, California",6,37,128400,14000US06037128400,4265,1716,1716,877,839
6037128500,Census Tract 1285,"Census Tract 1285, Los Angeles County, California",6,37,128500,14000US06037128500,4123,2156,2043,770,1273
6037128601,Census Tract 1286.01,"Census Tract 1286.01, Los Angeles County, California",6,37,128601,14000US06037128601,4526,1747,1692,369,1323
6037128602,Census Tract 1286.02,"Census Tract 1286.02, Los Angeles County, California",6,37,128602,14000US06037128602,3910,1441,1403,725,678
6037128702,Census Tract 1287.02,"Census Tract 1287.02, Los Angeles County, California",6,37,128702,14000US06037128702,6026,2936,2825,1102,1723
6037128801,Census Tract 1288.01,"Census Tract 1288.01, Los Angeles County, California",6,37,128801,14000US06037128801,3425,1967,1855,510,1345
6037128802,Census Tract 1288.02,"Census Tract 1288.02, Los Angeles County, California",6,37,128802,14000US06037128802,4959,2274,2146,865,1281
6037128910,Census Tract 1289.10,"Census Tract 1289.10, Los Angeles County, California",6,37,128910,14000US06037128910,4530,1940,1925,847,1078
6037131010,Census Tract 1310.10,"Census Tract 1310.10, Los Angeles County, California",6,37,131010,14000US06037131010,6542,2087,1966,426,1540
6037131020,Census Tract 1310.20,"Census Tract 1310.20, Los Angeles County, California",6,37,131020,14000US06037131020,6133,1696,1610,878,732
6037131100,Census Tract 1311,"Census Tract 1311, Los Angeles County, California",6,37,131100,14000US06037131100,3372,1098,1046,939,107
6037131200,Census Tract 1312,"Census Tract 1312, Los Angeles County, California",6,37,131200,14000US06037131200,3129,1211,1150,789,361
6037131300,Census Tract 1313,"Census Tract 1313, Los Angeles County, California",6,37,131300,14000US06037131300,5430,1271,1216,881,335
6037131400,Census Tract 1314,"Census Tract 1314, Los Angeles County, California",6,37,131400,14000US06037131400,6409,1977,1931,923,1008
6037131600,Census Tract 1316,"Census Tract 1316, Los Angeles County, California",6,37,131600,14000US06037131600,5270,1496,1406,938,468
6037131701,Census Tract 1317.01,"Census Tract 1317.01, Los Angeles County, California",6,37,131701,14000US06037131701,5214,1817,1811,769,1042
6037131702,Census Tract 1317.02,"Census Tract 1317.02, Los Angeles County, California",6,37,131702,14000US06037131702,3725,1198,1143,806,337
6037131800,Census Tract 1318,"Census Tract 1318, Los Angeles County, California",6,37,131800,14000US06037131800,6141,1806,1659,659,1000
6037131900,Census Tract 1319,"Census Tract 1319, Los Angeles County, California",6,37,131900,14000US06037131900,4824,1432,1432,1025,407
6037132001,Census Tract 1320.01,"Census Tract 1320.01, Los Angeles County, California",6,37,132001,14000US06037132001,3613,1198,1154,729,425
6037132002,Census Tract 1320.02,"Census Tract 1320.02, Los Angeles County, California",6,37,132002,14000US06037132002,3250,1147,1101,664,437
6037132101,Census Tract 1321.01,"Census Tract 1321.01, Los Angeles County, California",6,37,132101,14000US06037132101,4555,1670,1579,653,926
6037132102,Census Tract 1321.02,"Census Tract 1321.02, Los Angeles County, California",6,37,132102,14000US06037132102,5780,2186,2139,957,1182
6037132300,Census Tract 1323,"Census Tract 1323, Los Angeles County, California",6,37,132300,14000US06037132300,7601,2530,2476,713,1763
6037132501,Census Tract 1325.01,"Census Tract 1325.01, Los Angeles County, California",6,37,132501,14000US06037132501,4539,1237,1176,476,700
6037132502,Census Tract 1325.02,"Census Tract 1325.02, Los Angeles County, California",6,37,132502,14000US06037132502,4085,1354,1317,612,705
6037132700,Census Tract 1327,"Census Tract 1327, Los Angeles County, California",6,37,132700,14000US06037132700,5048,1606,1557,839,718
6037132900,Census Tract 1329,"Census Tract 1329, Los Angeles County, California",6,37,132900,14000US06037132900,3679,1357,1299,823,476
6037133000,Census Tract 1330,"Census Tract 1330, Los Angeles County, California",6,37,133000,14000US06037133000,4449,1308,1308,873,435
6037133100,Census Tract 1331,"Census Tract 1331, Los Angeles County, California",6,37,133100,14000US06037133100,5578,2110,2017,837,1180
6037134001,Census Tract 1340.01,"Census Tract 1340.01, Los Angeles County, California",6,37,134001,14000US06037134001,3936,998,971,338,633
6037134002,Census Tract 1340.02,"Census Tract 1340.02, Los Angeles County, California",6,37,134002,14000US06037134002,3836,1116,1076,501,575
6037134101,Census Tract 1341.01,"Census Tract 1341.01, Los Angeles County, California",6,37,134101,14000US06037134101,5469,1515,1451,891,560
6037134103,Census Tract 1341.03,"Census Tract 1341.03, Los Angeles County, California",6,37,134103,14000US06037134103,4543,1378,1293,779,514
6037134104,Census Tract 1341.04,"Census Tract 1341.04, Los Angeles County, California",6,37,134104,14000US06037134104,4635,1449,1441,674,767
6037134201,Census Tract 1342.01,"Census Tract 1342.01, Los Angeles County, California",6,37,134201,14000US06037134201,4542,1302,1211,888,323
6037134302,Census Tract 1343.02,"Census Tract 1343.02, Los Angeles County, California",6,37,134302,14000US06037134302,3824,1286,1252,1088,164
6037134303,Census Tract 1343.03,"Census Tract 1343.03, Los Angeles County, California",6,37,134303,14000US06037134303,5723,1843,1816,1364,452
6037134304,Census Tract 1343.04,"Census Tract 1343.04, Los Angeles County, California",6,37,134304,14000US06037134304,3034,941,924,641,283
6037134305,Census Tract 1343.05,"Census Tract 1343.05, Los Angeles County, California",6,37,134305,14000US06037134305,4319,1138,1120,3,1117
6037134306,Census Tract 1343.06,"Census Tract 1343.06, Los Angeles County, California",6,37,134306,14000US06037134306,4111,1297,1297,406,891
6037134421,Census Tract 1344.21,"Census Tract 1344.21, Los Angeles County, California",6,37,134421,14000US06037134421,3957,1419,1356,1274,82
6037134422,Census Tract 1344.22,"Census Tract 1344.22, Los Angeles County, California",6,37,134422,14000US06037134422,4812,1664,1618,1387,231
6037134423,Census Tract 1344.23,"Census Tract 1344.23, Los Angeles County, California",6,37,134423,14000US06037134423,3531,1290,1290,1045,245
6037134424,Census Tract 1344.24,"Census Tract 1344.24, Los Angeles County, California",6,37,134424,14000US06037134424,2844,971,946,915,31
6037134520,Census Tract 1345.20,"Census Tract 1345.20, Los Angeles County, California",6,37,134520,14000US06037134520,6072,1996,1882,318,1564
6037134521,Census Tract 1345.21,"Census Tract 1345.21, Los Angeles County, California",6,37,134521,14000US06037134521,3687,792,781,170,611
6037134522,Census Tract 1345.22,"Census Tract 1345.22, Los Angeles County, California",6,37,134522,14000US06037134522,4305,1401,1369,244,1125
6037134710,Census Tract 1347.10,"Census Tract 1347.10, Los Angeles County, California",6,37,134710,14000US06037134710,5547,1665,1635,386,1249
6037134720,Census Tract 1347.20,"Census Tract 1347.20, Los Angeles County, California",6,37,134720,14000US06037134720,4549,1700,1615,800,815
6037134800,Census Tract 1348,"Census Tract 1348, Los Angeles County, California",6,37,134800,14000US06037134800,6473,1950,1852,1358,494
6037134901,Census Tract 1349.01,"Census Tract 1349.01, Los Angeles County, California",6,37,134901,14000US06037134901,3119,1166,1134,678,456
6037134903,Census Tract 1349.03,"Census Tract 1349.03, Los Angeles County, California",6,37,134903,14000US06037134903,6435,2877,2614,0,2614
6037134904,Census Tract 1349.04,"Census Tract 1349.04, Los Angeles County, California",6,37,134904,14000US06037134904,4272,1479,1407,633,774
6037134905,Census Tract 1349.05,"Census Tract 1349.05, Los Angeles County, California",6,37,134905,14000US06037134905,4354,2505,2293,307,1986
6037135102,Census Tract 1351.02,"Census Tract 1351.02, Los Angeles County, California",6,37,135102,14000US06037135102,3924,1270,1215,986,229
6037135111,Census Tract 1351.11,"Census Tract 1351.11, Los Angeles County, California",6,37,135111,14000US06037135111,3496,1206,1145,658,487
6037135113,Census Tract 1351.13,"Census Tract 1351.13, Los Angeles County, California",6,37,135113,14000US06037135113,3268,1512,1392,232,1160
6037135114,Census Tract 1351.14,"Census Tract 1351.14, Los Angeles County, California",6,37,135114,14000US06037135114,5019,2859,2634,339,2295
6037135201,Census Tract 1352.01,"Census Tract 1352.01, Los Angeles County, California",6,37,135201,14000US06037135201,2900,951,912,729,183
6037135202,Census Tract 1352.02,"Census Tract 1352.02, Los Angeles County, California",6,37,135202,14000US06037135202,4597,1548,1470,1226,244
6037135203,Census Tract 1352.03,"Census Tract 1352.03, Los Angeles County, California",6,37,135203,14000US06037135203,7674,2532,2532,2113,419
6037137000,Census Tract 1370,"Census Tract 1370, Los Angeles County, California",6,37,137000,14000US06037137000,4992,1773,1737,1435,302
6037137103,Census Tract 1371.03,"Census Tract 1371.03, Los Angeles County, California",6,37,137103,14000US06037137103,5311,2568,2464,1275,1189
6037137104,Census Tract 1371.04,"Census Tract 1371.04, Los Angeles County, California",6,37,137104,14000US06037137104,2889,1068,1017,799,218
6037137201,Census Tract 1372.01,"Census Tract 1372.01, Los Angeles County, California",6,37,137201,14000US06037137201,6063,2333,2333,1005,1328
6037137301,Census Tract 1373.01,"Census Tract 1373.01, Los Angeles County, California",6,37,137301,14000US06037137301,2354,805,727,673,54
6037137302,Census Tract 1373.02,"Census Tract 1373.02, Los Angeles County, California",6,37,137302,14000US06037137302,4406,1599,1599,1410,189
6037137401,Census Tract 1374.01,"Census Tract 1374.01, Los Angeles County, California",6,37,137401,14000US06037137401,4403,1755,1641,1176,465
6037137402,Census Tract 1374.02,"Census Tract 1374.02, Los Angeles County, California",6,37,137402,14000US06037137402,4887,2247,2041,1475,566
6037137501,Census Tract 1375.01,"Census Tract 1375.01, Los Angeles County, California",6,37,137501,14000US06037137501,4516,2061,1905,721,1184
6037137502,Census Tract 1375.02,"Census Tract 1375.02, Los Angeles County, California",6,37,137502,14000US06037137502,4823,2029,1833,1153,680
6037137504,Census Tract 1375.04,"Census Tract 1375.04, Los Angeles County, California",6,37,137504,14000US06037137504,2073,735,694,676,18
6037138000,Census Tract 1380,"Census Tract 1380, Los Angeles County, California",6,37,138000,14000US06037138000,4673,1882,1784,1476,308
6037139001,Census Tract 1390.01,"Census Tract 1390.01, Los Angeles County, California",6,37,139001,14000US06037139001,5618,2230,2230,1123,1107
6037139200,Census Tract 1392,"Census Tract 1392, Los Angeles County, California",6,37,139200,14000US06037139200,5840,2447,2172,1240,932
6037139301,Census Tract 1393.01,"Census Tract 1393.01, Los Angeles County, California",6,37,139301,14000US06037139301,4590,1718,1568,1388,180
6037139302,Census Tract 1393.02,"Census Tract 1393.02, Los Angeles County, California",6,37,139302,14000US06037139302,5549,2134,1988,351,1637
6037139303,Census Tract 1393.03,"Census Tract 1393.03, Los Angeles County, California",6,37,139303,14000US06037139303,4393,2051,1943,669,1274
