FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037141303,Census Tract 1413.03,"Census Tract 1413.03, Los Angeles County, California",6,37,141303,14000US06037141303,3427,1833,1785,418,1367
6037141304,Census Tract 1413.04,"Census Tract 1413.04, Los Angeles County, California",6,37,141304,14000US06037141304,3087,1561,1486,623,863
6037141400,Census Tract 1414,"Census Tract 1414, Los Angeles County, California",6,37,141400,14000US06037141400,4979,2154,2036,943,1093
6037141500,Census Tract 1415,"Census Tract 1415, Los Angeles County, California",6,37,141500,14000US06037141500,2977,1122,1077,1054,23
6037141600,Census Tract 1416,"Census Tract 1416, Los Angeles County, California",6,37,141600,14000US06037141600,4210,1748,1622,1441,181
6037141700,Census Tract 1417,"Census Tract 1417, Los Angeles County, California",6,37,141700,14000US06037141700,3057,1379,1197,1131,66
6037143100,Census Tract 1431,"Census Tract 1431, Los Angeles County, California",6,37,143100,14000US06037143100,4422,2424,2238,847,1391
6037143200,Census Tract 1432,"Census Tract 1432, Los Angeles County, California",6,37,143200,14000US06037143200,4210,2225,2083,598,1485
6037143300,Census Tract 1433,"Census Tract 1433, Los Angeles County, California",6,37,143300,14000US06037143300,6730,3404,3113,1259,1854
6037143400,Census Tract 1434,"Census Tract 1434, Los Angeles County, California",6,37,143400,14000US06037143400,6688,3229,3008,1379,1629
6037143500,Census Tract 1435,"Census Tract 1435, Los Angeles County, California",6,37,143500,14000US06037143500,5241,2480,2310,943,1367
6037143602,Census Tract 1436.02,"Census Tract 1436.02, Los Angeles County, California",6,37,143602,14000US06037143602,4648,2314,2215,1100,1115
6037143603,Census Tract 1436.03,"Census Tract 1436.03, Los Angeles County, California",6,37,143603,14000US06037143603,2369,1467,1342,366,976
6037143604,Census Tract 1436.04,"Census Tract 1436.04, Los Angeles County, California",6,37,143604,14000US06037143604,3521,2289,2111,93,2018
6037143700,Census Tract 1437,"Census Tract 1437, Los Angeles County, California",6,37,143700,14000US06037143700,3916,2142,1914,1439,475
6037143800,Census Tract 1438,"Census Tract 1438, Los Angeles County, California",6,37,143800,14000US06037143800,5708,2512,2471,1328,1143
6037143901,Census Tract 1439.01,"Census Tract 1439.01, Los Angeles County, California",6,37,143901,14000US06037143901,4343,1783,1587,1412,175
6037143902,Census Tract 1439.02,"Census Tract 1439.02, Los Angeles County, California",6,37,143902,14000US06037143902,2856,1395,1303,728,575
6037181000,Census Tract 1810,"Census Tract 1810, Los Angeles County, California",6,37,181000,14000US06037181000,6523,2314,2250,1685,565
6037181300,Census Tract 1813,"Census Tract 1813, Los Angeles County, California",6,37,181300,14000US06037181300,4058,1415,1347,933,414
6037181400,Census Tract 1814,"Census Tract 1814, Los Angeles County, California",6,37,181400,14000US06037181400,4669,1703,1585,462,1123
6037181500,Census Tract 1815,"Census Tract 1815, Los Angeles County, California",6,37,181500,14000US06037181500,3918,1456,1420,1051,369
6037181600,Census Tract 1816,"Census Tract 1816, Los Angeles County, California",6,37,181600,14000US06037181600,4666,1031,1000,459,541
6037183101,Census Tract 1831.01,"Census Tract 1831.01, Los Angeles County, California",6,37,183101,14000US06037183101,3437,1405,1319,686,633
6037183103,Census Tract 1831.03,"Census Tract 1831.03, Los Angeles County, California",6,37,183103,14000US06037183103,4508,1494,1462,267,1195
6037183104,Census Tract 1831.04,"Census Tract 1831.04, Los Angeles County, California",6,37,183104,14000US06037183104,2226,813,772,514,258
6037183220,Census Tract 1832.20,"Census Tract 1832.20, Los Angeles County, California",6,37,183220,14000US06037183220,4022,1214,1167,514,653
6037183221,Census Tract 1832.21,"Census Tract 1832.21, Los Angeles County, California",6,37,183221,14000US06037183221,3584,1114,1051,459,592
6037183222,Census Tract 1832.22,"Census Tract 1832.22, Los Angeles County, California",6,37,183222,14000US06037183222,3459,1388,1290,796,494
6037183300,Census Tract 1833,"Census Tract 1833, Los Angeles County, California",6,37,183300,14000US06037183300,3256,1052,989,518,471
6037183401,Census Tract 1834.01,"Census Tract 1834.01, Los Angeles County, California",6,37,183401,14000US06037183401,2322,866,798,458,340
6037183402,Census Tract 1834.02,"Census Tract 1834.02, Los Angeles County, California",6,37,183402,14000US06037183402,2994,1018,927,295,632
6037183510,Census Tract 1835.10,"Census Tract 1835.10, Los Angeles County, California",6,37,183510,14000US06037183510,2612,787,774,540,234
6037183520,Census Tract 1835.20,"Census Tract 1835.20, Los Angeles County, California",6,37,183520,14000US06037183520,3787,1170,1101,286,815
6037183610,Census Tract 1836.10,"Census Tract 1836.10, Los Angeles County, California",6,37,183610,14000US06037183610,3434,1066,1011,329,682
6037183620,Census Tract 1836.20,"Census Tract 1836.20, Los Angeles County, California",6,37,183620,14000US06037183620,3245,1047,987,422,565
6037183701,Census Tract 1837.01,"Census Tract 1837.01, Los Angeles County, California",6,37,183701,14000US06037183701,3789,1408,1367,422,945
6037183702,Census Tract 1837.02,"Census Tract 1837.02, Los Angeles County, California",6,37,183702,14000US06037183702,2906,1121,1073,526,547
6037183810,Census Tract 1838.10,"Census Tract 1838.10, Los Angeles County, California",6,37,183810,14000US06037183810,4406,1444,1361,157,1204
6037183820,Census Tract 1838.20,"Census Tract 1838.20, Los Angeles County, California",6,37,183820,14000US06037183820,4023,1134,1116,245,871
6037185100,Census Tract 1851,"Census Tract 1851, Los Angeles County, California",6,37,185100,14000US06037185100,6677,2402,2195,1275,920
6037185202,Census Tract 1852.02,"Census Tract 1852.02, Los Angeles County, California",6,37,185202,14000US06037185202,3729,1440,1386,668,718
6037185203,Census Tract 1852.03,"Census Tract 1852.03, Los Angeles County, California",6,37,185203,14000US06037185203,3609,1021,950,403,547
6037185204,Census Tract 1852.04,"Census Tract 1852.04, Los Angeles County, California",6,37,185204,14000US06037185204,1979,774,738,543,195
6037185310,Census Tract 1853.10,"Census Tract 1853.10, Los Angeles County, California",6,37,185310,14000US06037185310,3113,888,823,301,522
6037185320,Census Tract 1853.20,"Census Tract 1853.20, Los Angeles County, California",6,37,185320,14000US06037185320,2970,948,832,271,561
6037186100,Census Tract 1861,"Census Tract 1861, Los Angeles County, California",6,37,186100,14000US06037186100,5024,1884,1864,1234,630
6037186201,Census Tract 1862.01,"Census Tract 1862.01, Los Angeles County, California",6,37,186201,14000US06037186201,3437,1298,1220,284,936
6037186202,Census Tract 1862.02,"Census Tract 1862.02, Los Angeles County, California",6,37,186202,14000US06037186202,1953,757,680,364,316
6037186203,Census Tract 1862.03,"Census Tract 1862.03, Los Angeles County, California",6,37,186203,14000US06037186203,3303,1148,1073,875,198
6037186301,Census Tract 1863.01,"Census Tract 1863.01, Los Angeles County, California",6,37,186301,14000US06037186301,3074,968,890,237,653
6037186302,Census Tract 1863.02,"Census Tract 1863.02, Los Angeles County, California",6,37,186302,14000US06037186302,5442,1969,1872,1044,828
6037186401,Census Tract 1864.01,"Census Tract 1864.01, Los Angeles County, California",6,37,186401,14000US06037186401,3437,1039,947,102,845
6037186403,Census Tract 1864.03,"Census Tract 1864.03, Los Angeles County, California",6,37,186403,14000US06037186403,2743,869,848,381,467
6037186404,Census Tract 1864.04,"Census Tract 1864.04, Los Angeles County, California",6,37,186404,14000US06037186404,2816,804,785,245,540
6037187101,Census Tract 1871.01,"Census Tract 1871.01, Los Angeles County, California",6,37,187101,14000US06037187101,3267,1276,1159,632,527
6037187102,Census Tract 1871.02,"Census Tract 1871.02, Los Angeles County, California",6,37,187102,14000US06037187102,3897,1305,1278,464,814
6037187200,Census Tract 1872,"Census Tract 1872, Los Angeles County, California",6,37,187200,14000US06037187200,2968,949,891,323,568
6037187300,Census Tract 1873,"Census Tract 1873, Los Angeles County, California",6,37,187300,14000US06037187300,3479,1594,1510,670,840
6037188100,Census Tract 1881,"Census Tract 1881, Los Angeles County, California",6,37,188100,14000US06037188100,3963,1838,1676,501,1175
6037188201,Census Tract 1882.01,"Census Tract 1882.01, Los Angeles County, California",6,37,188201,14000US06037188201,3548,2049,1857,270,1587
6037188202,Census Tract 1882.02,"Census Tract 1882.02, Los Angeles County, California",6,37,188202,14000US06037188202,2334,1291,1129,571,558
6037188300,Census Tract 1883,"Census Tract 1883, Los Angeles County, California",6,37,188300,14000US06037188300,3955,1529,1425,652,773
6037189101,Census Tract 1891.01,"Census Tract 1891.01, Los Angeles County, California",6,37,189101,14000US06037189101,2410,1533,1309,219,1090
6037189102,Census Tract 1891.02,"Census Tract 1891.02, Los Angeles County, California",6,37,189102,14000US06037189102,3283,2072,1926,449,1477
6037189201,Census Tract 1892.01,"Census Tract 1892.01, Los Angeles County, California",6,37,189201,14000US06037189201,3370,2124,2015,119,1896
6037189202,Census Tract 1892.02,"Census Tract 1892.02, Los Angeles County, California",6,37,189202,14000US06037189202,2325,1326,1096,552,544
6037189300,Census Tract 1893,"Census Tract 1893, Los Angeles County, California",6,37,189300,14000US06037189300,3130,1418,1225,1108,117
6037189400,Census Tract 1894,"Census Tract 1894, Los Angeles County, California",6,37,189400,14000US06037189400,3247,2040,1645,981,664
6037189500,Census Tract 1895,"Census Tract 1895, Los Angeles County, California",6,37,189500,14000US06037189500,4151,2986,2696,379,2317
6037189600,Census Tract 1896,"Census Tract 1896, Los Angeles County, California",6,37,189600,14000US06037189600,3787,2276,2017,656,1361
6037189701,Census Tract 1897.01,"Census Tract 1897.01, Los Angeles County, California",6,37,189701,14000US06037189701,3200,2664,1691,1038,653
6037189702,Census Tract 1897.02,"Census Tract 1897.02, Los Angeles County, California",6,37,189702,14000US06037189702,2090,1630,1239,699,540
6037189800,Census Tract 1898,"Census Tract 1898, Los Angeles County, California",6,37,189800,14000US06037189800,3923,2752,2303,378,1925
6037189902,Census Tract 1899.02,"Census Tract 1899.02, Los Angeles County, California",6,37,189902,14000US06037189902,5117,3244,3025,109,2916
6037189903,Census Tract 1899.03,"Census Tract 1899.03, Los Angeles County, California",6,37,189903,14000US06037189903,2009,1623,1487,357,1130
6037189904,Census Tract 1899.04,"Census Tract 1899.04, Los Angeles County, California",6,37,189904,14000US06037189904,2402,1682,1505,25,1480
6037189905,Census Tract 1899.05,"Census Tract 1899.05, Los Angeles County, California",6,37,189905,14000US06037189905,2402,1572,1471,318,1153
6037190100,Census Tract 1901,"Census Tract 1901, Los Angeles County, California",6,37,190100,14000US06037190100,4603,3050,2770,72,2698
6037190201,Census Tract 1902.01,"Census Tract 1902.01, Los Angeles County, California",6,37,190201,14000US06037190201,2533,1645,1278,24,1254
6037190202,Census Tract 1902.02,"Census Tract 1902.02, Los Angeles County, California",6,37,190202,14000US06037190202,3328,2630,2296,13,2283
6037190301,Census Tract 1903.01,"Census Tract 1903.01, Los Angeles County, California",6,37,190301,14000US06037190301,5650,3121,2865,125,2740
6037190401,Census Tract 1904.01,"Census Tract 1904.01, Los Angeles County, California",6,37,190401,14000US06037190401,2863,1879,1752,21,1731
6037190402,Census Tract 1904.02,"Census Tract 1904.02, Los Angeles County, California",6,37,190402,14000US06037190402,2405,1428,1336,9,1327
6037190510,Census Tract 1905.10,"Census Tract 1905.10, Los Angeles County, California",6,37,190510,14000US06037190510,4240,1913,1737,0,1737
6037190520,Census Tract 1905.20,"Census Tract 1905.20, Los Angeles County, California",6,37,190520,14000US06037190520,3873,1708,1623,113,1510
6037190700,Census Tract 1907,"Census Tract 1907, Los Angeles County, California",6,37,190700,14000US06037190700,2841,2143,1702,210,1492
6037190801,Census Tract 1908.01,"Census Tract 1908.01, Los Angeles County, California",6,37,190801,14000US06037190801,2693,1433,1277,48,1229
6037190802,Census Tract 1908.02,"Census Tract 1908.02, Los Angeles County, California",6,37,190802,14000US06037190802,2835,1512,1359,132,1227
6037190901,Census Tract 1909.01,"Census Tract 1909.01, Los Angeles County, California",6,37,190901,14000US06037190901,4429,1581,1481,87,1394
6037190902,Census Tract 1909.02,"Census Tract 1909.02, Los Angeles County, California",6,37,190902,14000US06037190902,3835,1705,1509,68,1441
6037191000,Census Tract 1910,"Census Tract 1910, Los Angeles County, California",6,37,191000,14000US06037191000,4621,3229,2363,185,2178
6037191110,Census Tract 1911.10,"Census Tract 1911.10, Los Angeles County, California",6,37,191110,14000US06037191110,3476,1206,1074,53,1021
6037191120,Census Tract 1911.20,"Census Tract 1911.20, Los Angeles County, California",6,37,191120,14000US06037191120,4068,1682,1579,136,1443
6037191201,Census Tract 1912.01,"Census Tract 1912.01, Los Angeles County, California",6,37,191201,14000US06037191201,4352,1828,1625,65,1560
6037191203,Census Tract 1912.03,"Census Tract 1912.03, Los Angeles County, California",6,37,191203,14000US06037191203,2466,1268,1158,53,1105
6037191204,Census Tract 1912.04,"Census Tract 1912.04, Los Angeles County, California",6,37,191204,14000US06037191204,2156,903,881,77,804
6037191301,Census Tract 1913.01,"Census Tract 1913.01, Los Angeles County, California",6,37,191301,14000US06037191301,2402,976,933,76,857
6037191302,Census Tract 1913.02,"Census Tract 1913.02, Los Angeles County, California",6,37,191302,14000US06037191302,2073,1009,863,77,786
6037191410,Census Tract 1914.10,"Census Tract 1914.10, Los Angeles County, California",6,37,191410,14000US06037191410,4932,1826,1662,31,1631
6037191420,Census Tract 1914.20,"Census Tract 1914.20, Los Angeles County, California",6,37,191420,14000US06037191420,3423,1225,1172,67,1105
6037191500,Census Tract 1915,"Census Tract 1915, Los Angeles County, California",6,37,191500,14000US06037191500,5776,1827,1714,369,1345
6037191610,Census Tract 1916.10,"Census Tract 1916.10, Los Angeles County, California",6,37,191610,14000US06037191610,4208,1567,1436,172,1264
6037191620,Census Tract 1916.20,"Census Tract 1916.20, Los Angeles County, California",6,37,191620,14000US06037191620,2691,1255,1137,64,1073
6037191710,Census Tract 1917.10,"Census Tract 1917.10, Los Angeles County, California",6,37,191710,14000US06037191710,2734,1340,1133,83,1050
6037191720,Census Tract 1917.20,"Census Tract 1917.20, Los Angeles County, California",6,37,191720,14000US06037191720,3459,1380,1234,59,1175
6037191810,Census Tract 1918.10,"Census Tract 1918.10, Los Angeles County, California",6,37,191810,14000US06037191810,3417,1412,1230,49,1181
6037191820,Census Tract 1918.20,"Census Tract 1918.20, Los Angeles County, California",6,37,191820,14000US06037191820,3095,1556,1352,115,1237
6037191901,Census Tract 1919.01,"Census Tract 1919.01, Los Angeles County, California",6,37,191901,14000US06037191901,2841,1903,1663,115,1548
6037191902,Census Tract 1919.02,"Census Tract 1919.02, Los Angeles County, California",6,37,191902,14000US06037191902,2671,1601,1345,647,698
6037192001,Census Tract 1920.01,"Census Tract 1920.01, Los Angeles County, California",6,37,192001,14000US06037192001,2410,1333,1162,235,927
6037192002,Census Tract 1920.02,"Census Tract 1920.02, Los Angeles County, California",6,37,192002,14000US06037192002,2596,1442,1227,543,684
6037192300,Census Tract 1923,"Census Tract 1923, Los Angeles County, California",6,37,192300,14000US06037192300,2475,1725,1378,509,869
6037192410,Census Tract 1924.10,"Census Tract 1924.10, Los Angeles County, California",6,37,192410,14000US06037192410,3757,1893,1650,608,1042
6037192420,Census Tract 1924.20,"Census Tract 1924.20, Los Angeles County, California",6,37,192420,14000US06037192420,4101,1481,1363,154,1209
6037192510,Census Tract 1925.10,"Census Tract 1925.10, Los Angeles County, California",6,37,192510,14000US06037192510,3873,1289,1247,256,991
6037192520,Census Tract 1925.20,"Census Tract 1925.20, Los Angeles County, California",6,37,192520,14000US06037192520,5298,1705,1539,83,1456
6037192610,Census Tract 1926.10,"Census Tract 1926.10, Los Angeles County, California",6,37,192610,14000US06037192610,4117,1623,1406,74,1332
6037192620,Census Tract 1926.20,"Census Tract 1926.20, Los Angeles County, California",6,37,192620,14000US06037192620,3747,1337,1150,41,1109
6037192700,Census Tract 1927,"Census Tract 1927, Los Angeles County, California",6,37,192700,14000US06037192700,3717,1186,1057,116,941
6037194101,Census Tract 1941.01,"Census Tract 1941.01, Los Angeles County, California",6,37,194101,14000US06037194101,3343,1918,1617,563,1054
6037194102,Census Tract 1941.02,"Census Tract 1941.02, Los Angeles County, California",6,37,194102,14000US06037194102,3365,1699,1553,1223,330
6037194200,Census Tract 1942,"Census Tract 1942, Los Angeles County, California",6,37,194200,14000US06037194200,3489,2003,1541,1217,324
6037194300,Census Tract 1943,"Census Tract 1943, Los Angeles County, California",6,37,194300,14000US06037194300,3303,1704,1472,1105,367
6037194401,Census Tract 1944.01,"Census Tract 1944.01, Los Angeles County, California",6,37,194401,14000US06037194401,2490,1387,1222,233,989
6037194402,Census Tract 1944.02,"Census Tract 1944.02, Los Angeles County, California",6,37,194402,14000US06037194402,3694,2178,2060,695,1365
6037194500,Census Tract 1945,"Census Tract 1945, Los Angeles County, California",6,37,194500,14000US06037194500,1969,1114,956,498,458
6037195100,Census Tract 1951,"Census Tract 1951, Los Angeles County, California",6,37,195100,14000US06037195100,5013,2186,1999,1226,773
6037195201,Census Tract 1952.01,"Census Tract 1952.01, Los Angeles County, California",6,37,195201,14000US06037195201,3106,1713,1666,278,1388
6037195202,Census Tract 1952.02,"Census Tract 1952.02, Los Angeles County, California",6,37,195202,14000US06037195202,3315,1568,1450,745,705
6037195300,Census Tract 1953,"Census Tract 1953, Los Angeles County, California",6,37,195300,14000US06037195300,3222,1594,1397,282,1115
6037195400,Census Tract 1954,"Census Tract 1954, Los Angeles County, California",6,37,195400,14000US06037195400,4474,2459,2243,800,1443
6037195500,Census Tract 1955,"Census Tract 1955, Los Angeles County, California",6,37,195500,14000US06037195500,5600,2500,2364,1141,1223
6037195600,Census Tract 1956,"Census Tract 1956, Los Angeles County, California",6,37,195600,14000US06037195600,3178,1311,1278,407,871
6037195710,Census Tract 1957.10,"Census Tract 1957.10, Los Angeles County, California",6,37,195710,14000US06037195710,4603,1433,1365,191,1174
6037195720,Census Tract 1957.20,"Census Tract 1957.20, Los Angeles County, California",6,37,195720,14000US06037195720,2079,979,849,194,655
6037195802,Census Tract 1958.02,"Census Tract 1958.02, Los Angeles County, California",6,37,195802,14000US06037195802,2817,1035,926,213,713
6037195803,Census Tract 1958.03,"Census Tract 1958.03, Los Angeles County, California",6,37,195803,14000US06037195803,2724,1277,1166,276,890
6037195804,Census Tract 1958.04,"Census Tract 1958.04, Los Angeles County, California",6,37,195804,14000US06037195804,2600,1177,991,286,705
6037195901,Census Tract 1959.01,"Census Tract 1959.01, Los Angeles County, California",6,37,195901,14000US06037195901,2088,1166,1059,163,896
6037195902,Census Tract 1959.02,"Census Tract 1959.02, Los Angeles County, California",6,37,195902,14000US06037195902,1807,1066,965,185,780
6037195903,Census Tract 1959.03,"Census Tract 1959.03, Los Angeles County, California",6,37,195903,14000US06037195903,2165,997,906,185,721
6037197200,Census Tract 1972,"Census Tract 1972, Los Angeles County, California",6,37,197200,14000US06037197200,3831,1222,1181,627,554
6037197300,Census Tract 1973,"Census Tract 1973, Los Angeles County, California",6,37,197300,14000US06037197300,4080,1824,1769,341,1428
6037197410,Census Tract 1974.10,"Census Tract 1974.10, Los Angeles County, California",6,37,197410,14000US06037197410,4552,1780,1711,847,864
6037197420,Census Tract 1974.20,"Census Tract 1974.20, Los Angeles County, California",6,37,197420,14000US06037197420,3580,1438,1342,437,905
6037197500,Census Tract 1975,"Census Tract 1975, Los Angeles County, California",6,37,197500,14000US06037197500,3738,1630,1558,422,1136
6037197600,Census Tract 1976,"Census Tract 1976, Los Angeles County, California",6,37,197600,14000US06037197600,2194,1001,943,229,714
6037197700,Census Tract 1977,"Census Tract 1977, Los Angeles County, California",6,37,197700,14000US06037197700,5146,2087,1999,305,1694
6037199000,Census Tract 1990,"Census Tract 1990, Los Angeles County, California",6,37,199000,14000US06037199000,5479,1721,1619,451,1168
6037199110,Census Tract 1991.10,"Census Tract 1991.10, Los Angeles County, California",6,37,199110,14000US06037199110,2643,772,725,434,291
6037199120,Census Tract 1991.20,"Census Tract 1991.20, Los Angeles County, California",6,37,199120,14000US06037199120,4377,1140,1116,245,871
6037199201,Census Tract 1992.01,"Census Tract 1992.01, Los Angeles County, California",6,37,199201,14000US06037199201,3650,1213,1123,196,927
6037199202,Census Tract 1992.02,"Census Tract 1992.02, Los Angeles County, California",6,37,199202,14000US06037199202,2993,911,861,398,463
6037199300,Census Tract 1993,"Census Tract 1993, Los Angeles County, California",6,37,199300,14000US06037199300,3665,1317,1278,674,604
6037199400,Census Tract 1994,"Census Tract 1994, Los Angeles County, California",6,37,199400,14000US06037199400,4396,1394,1316,470,846
6037199700,Census Tract 1997,"Census Tract 1997, Los Angeles County, California",6,37,199700,14000US06037199700,3119,1192,1094,247,847
6037199800,Census Tract 1998,"Census Tract 1998, Los Angeles County, California",6,37,199800,14000US06037199800,5428,1635,1565,453,1112
6037199900,Census Tract 1999,"Census Tract 1999, Los Angeles County, California",6,37,199900,14000US06037199900,2799,848,789,145,644
6037201110,Census Tract 2011.10,"Census Tract 2011.10, Los Angeles County, California",6,37,201110,14000US06037201110,2214,791,738,457,281
6037201120,Census Tract 2011.20,"Census Tract 2011.20, Los Angeles County, California",6,37,201120,14000US06037201120,4035,1391,1313,471,842
6037201200,Census Tract 2012,"Census Tract 2012, Los Angeles County, California",6,37,201200,14000US06037201200,2720,775,749,323,426
6037201301,Census Tract 2013.01,"Census Tract 2013.01, Los Angeles County, California",6,37,201301,14000US06037201301,4069,1128,1108,547,561
6037201302,Census Tract 2013.02,"Census Tract 2013.02, Los Angeles County, California",6,37,201302,14000US06037201302,4287,1954,1890,1178,712
6037201401,Census Tract 2014.01,"Census Tract 2014.01, Los Angeles County, California",6,37,201401,14000US06037201401,4814,1460,1369,637,732
6037201402,Census Tract 2014.02,"Census Tract 2014.02, Los Angeles County, California",6,37,201402,14000US06037201402,5149,1452,1442,1010,432
6037201501,Census Tract 2015.01,"Census Tract 2015.01, Los Angeles County, California",6,37,201501,14000US06037201501,5356,1635,1548,656,892
6037201503,Census Tract 2015.03,"Census Tract 2015.03, Los Angeles County, California",6,37,201503,14000US06037201503,3446,978,967,223,744
6037201504,Census Tract 2015.04,"Census Tract 2015.04, Los Angeles County, California",6,37,201504,14000US06037201504,2243,651,617,318,299
6037201601,Census Tract 2016.01,"Census Tract 2016.01, Los Angeles County, California",6,37,201601,14000US06037201601,2282,689,656,378,278
6037201602,Census Tract 2016.02,"Census Tract 2016.02, Los Angeles County, California",6,37,201602,14000US06037201602,2780,874,786,477,309
6037201700,Census Tract 2017,"Census Tract 2017, Los Angeles County, California",6,37,201700,14000US06037201700,5737,1510,1377,768,609
6037203100,Census Tract 2031,"Census Tract 2031, Los Angeles County, California",6,37,203100,14000US06037203100,4426,1271,1225,175,1050
6037203200,Census Tract 2032,"Census Tract 2032, Los Angeles County, California",6,37,203200,14000US06037203200,5168,1353,1319,472,847
6037203300,Census Tract 2033,"Census Tract 2033, Los Angeles County, California",6,37,203300,14000US06037203300,1982,466,415,62,353
6037203500,Census Tract 2035,"Census Tract 2035, Los Angeles County, California",6,37,203500,14000US06037203500,2984,1040,938,190,748
6037203600,Census Tract 2036,"Census Tract 2036, Los Angeles County, California",6,37,203600,14000US06037203600,5238,1489,1365,394,971
6037203710,Census Tract 2037.10,"Census Tract 2037.10, Los Angeles County, California",6,37,203710,14000US06037203710,3161,853,819,208,611
6037203720,Census Tract 2037.20,"Census Tract 2037.20, Los Angeles County, California",6,37,203720,14000US06037203720,4237,1103,1037,188,849
6037203800,Census Tract 2038,"Census Tract 2038, Los Angeles County, California",6,37,203800,14000US06037203800,4941,1187,1151,549,602
6037203900,Census Tract 2039,"Census Tract 2039, Los Angeles County, California",6,37,203900,14000US06037203900,3179,747,723,293,430
6037204110,Census Tract 2041.10,"Census Tract 2041.10, Los Angeles County, California",6,37,204110,14000US06037204110,3299,878,853,315,538
6037204120,Census Tract 2041.20,"Census Tract 2041.20, Los Angeles County, California",6,37,204120,14000US06037204120,2960,741,741,297,444
6037204200,Census Tract 2042,"Census Tract 2042, Los Angeles County, California",6,37,204200,14000US06037204200,3680,1020,966,136,830
6037204300,Census Tract 2043,"Census Tract 2043, Los Angeles County, California",6,37,204300,14000US06037204300,4986,1366,1258,304,954
6037204410,Census Tract 2044.10,"Census Tract 2044.10, Los Angeles County, California",6,37,204410,14000US06037204410,2309,667,623,71,552
6037204420,Census Tract 2044.20,"Census Tract 2044.20, Los Angeles County, California",6,37,204420,14000US06037204420,3094,1007,939,80,859
6037204600,Census Tract 2046,"Census Tract 2046, Los Angeles County, California",6,37,204600,14000US06037204600,4121,1212,1180,249,931
6037204700,Census Tract 2047,"Census Tract 2047, Los Angeles County, California",6,37,204700,14000US06037204700,5676,1280,1245,589,656
6037204810,Census Tract 2048.10,"Census Tract 2048.10, Los Angeles County, California",6,37,204810,14000US06037204810,5462,1283,1248,460,788
6037204820,Census Tract 2048.20,"Census Tract 2048.20, Los Angeles County, California",6,37,204820,14000US06037204820,2146,557,502,225,277
6037204910,Census Tract 2049.10,"Census Tract 2049.10, Los Angeles County, California",6,37,204910,14000US06037204910,3263,935,900,249,651
6037204920,Census Tract 2049.20,"Census Tract 2049.20, Los Angeles County, California",6,37,204920,14000US06037204920,2639,695,647,282,365
6037205110,Census Tract 2051.10,"Census Tract 2051.10, Los Angeles County, California",6,37,205110,14000US06037205110,3861,874,846,0,846
6037205120,Census Tract 2051.20,"Census Tract 2051.20, Los Angeles County, California",6,37,205120,14000US06037205120,3521,988,963,114,849
6037206010,Census Tract 2060.10,"Census Tract 2060.10, Los Angeles County, California",6,37,206010,14000US06037206010,3943,1219,1189,123,1066
6037206020,Census Tract 2060.20,"Census Tract 2060.20, Los Angeles County, California",6,37,206020,14000US06037206020,8666,311,288,0,288
6037206031,Census Tract 2060.31,"Census Tract 2060.31, Los Angeles County, California",6,37,206031,14000US06037206031,3788,2643,2323,637,1686
6037206032,Census Tract 2060.32,"Census Tract 2060.32, Los Angeles County, California",6,37,206032,14000US06037206032,5185,1780,1688,219,1469
6037206050,Census Tract 2060.50,"Census Tract 2060.50, Los Angeles County, California",6,37,206050,14000US06037206050,2010,848,827,38,789
6037206200,Census Tract 2062,"Census Tract 2062, Los Angeles County, California",6,37,206200,14000US06037206200,3971,2422,2327,306,2021
6037206300,Census Tract 2063,"Census Tract 2063, Los Angeles County, California",6,37,206300,14000US06037206300,5702,2864,2438,23,2415
6037207101,Census Tract 2071.01,"Census Tract 2071.01, Los Angeles County, California",6,37,207101,14000US06037207101,4068,1866,1803,83,1720
6037207102,Census Tract 2071.02,"Census Tract 2071.02, Los Angeles County, California",6,37,207102,14000US06037207102,2866,1267,1218,33,1185
6037207103,Census Tract 2071.03,"Census Tract 2071.03, Los Angeles County, California",6,37,207103,14000US06037207103,2324,954,923,39,884
6037207301,Census Tract 2073.01,"Census Tract 2073.01, Los Angeles County, California",6,37,207301,14000US06037207301,4806,4118,3492,112,3380
6037207302,Census Tract 2073.02,"Census Tract 2073.02, Los Angeles County, California",6,37,207302,14000US06037207302,4556,3723,3163,196,2967
6037207400,Census Tract 2074,"Census Tract 2074, Los Angeles County, California",6,37,207400,14000US06037207400,1384,310,276,0,276
6037207501,Census Tract 2075.01,"Census Tract 2075.01, Los Angeles County, California",6,37,207501,14000US06037207501,2252,1607,1390,258,1132
6037207502,Census Tract 2075.02,"Census Tract 2075.02, Los Angeles County, California",6,37,207502,14000US06037207502,2851,2334,2187,0,2187
6037207710,Census Tract 2077.10,"Census Tract 2077.10, Los Angeles County, California",6,37,207710,14000US06037207710,4350,3483,2940,412,2528
6037207900,Census Tract 2079,"Census Tract 2079, Los Angeles County, California",6,37,207900,14000US06037207900,6133,4047,3440,715,2725
6037208000,Census Tract 2080,"Census Tract 2080, Los Angeles County, California",6,37,208000,14000US06037208000,7646,2586,2557,71,2486
6037208301,Census Tract 2083.01,"Census Tract 2083.01, Los Angeles County, California",6,37,208301,14000US06037208301,2217,560,550,27,523
