FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037651302,Census Tract 6513.02,"Census Tract 6513.02, Los Angeles County, California",6,37,651302,6032,2281,117245,135203,64356,129,0,69,43,49,26,82,80,21,81,77,198,362,225,234,605,129090,,,87083,,,115188,122757,129307
6037651304,Census Tract 6513.04,"Census Tract 6513.04, Los Angeles County, California",6,37,651304,4650,2280,85896,132109,66549,64,126,53,64,43,90,14,67,82,157,214,370,121,117,309,389,84760,,,,,,183092,95298,80893
6037651401,Census Tract 6514.01,"Census Tract 6514.01, Los Angeles County, California",6,37,651401,2602,1135,87083,103914,64348,22,40,14,53,33,61,44,23,20,41,125,140,175,109,96,139,102621,,,85500,,112829,38750,111250,87500
6037651402,Census Tract 6514.02,"Census Tract 6514.02, Los Angeles County, California",6,37,651402,6450,2294,105909,130139,48419,10,32,52,190,12,69,142,50,108,35,129,306,234,257,354,314,115952,,,118106,,,,,116101
6037670001,Census Tract 6700.01,"Census Tract 6700.01, Los Angeles County, California",6,37,670001,3486,1355,69438,91641,47054,75,34,15,91,39,49,106,28,34,120,126,178,168,93,108,91,71750,39265,,69917,,65000,,68333,70688
6037670002,Census Tract 6700.02,"Census Tract 6700.02, Los Angeles County, California",6,37,670002,3997,1496,80117,130000,49500,47,162,42,21,10,57,43,62,64,41,150,292,100,171,104,130,82344,,,126136,,,70375,76029,85375
6037670003,Census Tract 6700.03,"Census Tract 6700.03, Los Angeles County, California",6,37,670003,5732,2264,80272,115097,56064,116,57,24,49,28,75,161,114,65,224,193,256,384,150,193,175,90176,,,68457,,105190,,85903,97629
6037670100,Census Tract 6701,"Census Tract 6701, Los Angeles County, California",6,37,670100,6742,2770,60040,111000,42232,214,149,177,122,138,48,114,90,48,284,295,135,341,133,275,207,71641,23991,,74274,,52024,,59157,70313
6037670201,Census Tract 6702.01,"Census Tract 6702.01, Los Angeles County, California",6,37,670201,3812,1443,144046,159013,67545,45,16,31,32,7,18,9,32,26,101,74,140,123,99,153,537,143783,,,,,,,,143304
6037670202,Census Tract 6702.02,"Census Tract 6702.02, Los Angeles County, California",6,37,670202,2562,883,174205,179500,,20,5,0,5,0,5,28,20,5,70,70,59,55,36,118,387,180750,,,167000,,,234028,,180500
6037670324,Census Tract 6703.24,"Census Tract 6703.24, Los Angeles County, California",6,37,670324,5109,1801,208125,211691,116250,74,46,0,0,13,62,14,58,69,12,51,108,127,87,170,910,212727,,,,,,,,220417
6037670326,Census Tract 6703.26,"Census Tract 6703.26, Los Angeles County, California",6,37,670326,3514,1301,151367,152383,,61,8,22,16,47,0,0,29,0,46,59,94,113,138,165,503,150865,,,155625,,,,,151154
6037670328,Census Tract 6703.28,"Census Tract 6703.28, Los Angeles County, California",6,37,670328,4900,1704,190583,195000,130833,48,19,9,10,42,10,21,28,27,18,70,112,166,99,241,784,181635,,,248750,,,,,190833
6037670403,Census Tract 6704.03,"Census Tract 6704.03, Los Angeles County, California",6,37,670403,2763,1014,150652,150380,177574,16,11,11,10,33,18,16,10,25,41,37,66,96,111,174,339,146346,,,152011,,,,,147344
6037670405,Census Tract 6704.05,"Census Tract 6704.05, Los Angeles County, California",6,37,670405,2818,1110,102941,140500,52188,25,24,60,12,9,63,7,16,5,111,96,124,56,109,183,210,84231,85781,,133000,,,168281,85625,84615
6037670406,Census Tract 6704.06,"Census Tract 6704.06, Los Angeles County, California",6,37,670406,1858,655,170125,166875,170833,20,15,0,21,0,16,5,21,0,21,44,53,39,41,76,283,198500,,,159167,,,,,204250
6037670407,Census Tract 6704.07,"Census Tract 6704.07, Los Angeles County, California",6,37,670407,6179,2287,93415,126339,62313,139,0,25,66,125,12,33,52,135,192,133,350,234,105,147,539,90076,,,105184,,,,,84600
6037670411,Census Tract 6704.11,"Census Tract 6704.11, Los Angeles County, California",6,37,670411,4553,1581,137361,137333,137396,22,0,26,0,30,43,20,20,58,51,87,167,192,146,270,449,156429,,,106818,,,,164896,149464
6037670413,Census Tract 6704.13,"Census Tract 6704.13, Los Angeles County, California",6,37,670413,4767,1802,147993,144412,149295,84,29,68,18,17,21,8,38,27,44,112,152,139,201,353,491,140205,,,181875,,,,149327,140455
6037670416,Census Tract 6704.16,"Census Tract 6704.16, Los Angeles County, California",6,37,670416,4370,1586,98889,152663,73972,61,34,83,9,33,85,62,9,15,70,118,218,145,73,172,399,95732,,,154511,,,184018,73322,96707
6037670500,Census Tract 6705,"Census Tract 6705, Los Angeles County, California",6,37,670500,1630,591,239375,242188,,9,13,5,10,0,19,15,13,11,4,12,30,33,30,44,343,237750,,,230625,,,,250001,238500
6037670602,Census Tract 6706.02,"Census Tract 6706.02, Los Angeles County, California",6,37,670602,6905,2629,150097,151486,91607,110,81,48,69,16,90,17,44,15,129,126,208,189,169,438,880,154037,,,132794,,,,139485,154180
6037670701,Census Tract 6707.01,"Census Tract 6707.01, Los Angeles County, California",6,37,670701,7076,2529,124181,131603,,68,33,87,100,111,16,52,61,13,116,193,174,250,239,423,593,131359,,,127321,,63255,207132,62917,138333
6037670702,Census Tract 6707.02,"Census Tract 6707.02, Los Angeles County, California",6,37,670702,5555,2000,202500,203304,,13,0,0,0,13,16,0,9,13,63,31,177,256,268,126,1015,204107,,,,,,,125117,213359
6037700101,Census Tract 7001.01,"Census Tract 7001.01, Los Angeles County, California",6,37,700101,5265,3485,55386,,54425,275,389,207,156,202,66,102,134,82,214,280,407,517,128,99,227,52750,,,,,121276,91103,106161,47833
6037700102,Census Tract 7001.02,"Census Tract 7001.02, Los Angeles County, California",6,37,700102,4306,2840,36568,,36625,388,400,256,90,32,185,187,131,37,204,172,295,167,62,45,189,33125,,,,,,61513,56118,31929
6037700200,Census Tract 7002,"Census Tract 7002, Los Angeles County, California",6,37,700200,7082,4516,65190,,63692,299,402,146,169,76,164,191,262,46,389,309,648,303,337,298,477,67143,,,,,,59935,66024,70563
6037700300,Census Tract 7003,"Census Tract 7003, Los Angeles County, California",6,37,700300,6461,4106,81909,105078,79308,191,159,156,176,64,169,158,108,131,156,340,527,557,352,298,564,79963,18824,,113844,,113286,120250,112875,79455
6037700400,Census Tract 7004,"Census Tract 7004, Los Angeles County, California",6,37,700400,5529,3324,87016,121042,78125,136,256,86,50,141,42,75,116,45,218,241,377,478,176,289,598,97935,39375,,86653,,,,60368,99620
6037700501,Census Tract 7005.01,"Census Tract 7005.01, Los Angeles County, California",6,37,700501,3567,2385,82847,110000,69129,78,142,20,15,117,122,66,159,81,170,204,182,244,226,132,427,88709,,,81172,,,,105707,74490
6037700502,Census Tract 7005.02,"Census Tract 7005.02, Los Angeles County, California",6,37,700502,4174,2882,76765,111618,67950,182,254,52,73,79,153,79,26,91,255,161,424,179,249,193,432,76691,,,61000,,,51400,,78824
6037700600,Census Tract 7006,"Census Tract 7006, Los Angeles County, California",6,37,700600,5198,1759,185729,189719,113750,119,34,22,0,12,61,12,23,11,0,19,140,104,217,193,792,188031,,,,,,128915,,188688
6037700700,Census Tract 7007,"Census Tract 7007, Los Angeles County, California",6,37,700700,3537,1101,209890,221591,,10,0,12,22,9,30,0,0,12,10,25,24,107,49,208,583,250001,,,161912,,,,,250001
6037700801,Census Tract 7008.01,"Census Tract 7008.01, Los Angeles County, California",6,37,700801,4924,2518,86216,108125,85405,279,138,146,83,26,14,25,60,19,137,118,399,273,208,142,451,79141,,,106411,,92763,,94025,76274
6037700802,Census Tract 7008.02,"Census Tract 7008.02, Los Angeles County, California",6,37,700802,4066,2025,67422,143828,63029,178,51,46,126,87,56,24,82,42,192,156,146,176,86,244,333,64535,102208,,85714,,,,,64564
6037700901,Census Tract 7009.01,"Census Tract 7009.01, Los Angeles County, California",6,37,700901,3495,1530,84500,150729,62943,80,97,0,19,24,31,28,99,9,69,207,194,133,108,47,385,94191,56685,,64875,,,,62716,100385
6037700902,Census Tract 7009.02,"Census Tract 7009.02, Los Angeles County, California",6,37,700902,7519,3407,84347,149813,76346,299,132,244,88,138,54,35,31,39,149,286,445,303,185,378,601,87215,,,78264,,,77446,54813,90610
6037701000,Census Tract 7010,"Census Tract 7010, Los Angeles County, California",6,37,701000,5623,2660,106657,219471,83893,166,105,52,120,34,26,120,51,0,167,107,323,195,166,214,814,111518,,,,,,,,115185
6037701100,Census Tract 7011,"Census Tract 7011, Los Angeles County, California",6,37,701100,1096,64,,55139,20341,5,17,4,11,0,0,0,11,4,9,0,0,0,3,0,0,45313,10882,,,,,,,55556
6037701201,Census Tract 7012.01,"Census Tract 7012.01, Los Angeles County, California",6,37,701201,3961,1437,201719,205000,176719,19,35,45,44,17,12,70,22,9,50,24,59,56,89,162,724,182212,,,250001,,,,,182500
6037701202,Census Tract 7012.02,"Census Tract 7012.02, Los Angeles County, California",6,37,701202,3475,1721,115647,161111,105313,58,15,37,42,71,56,9,43,43,137,66,214,119,201,312,298,105603,126528,,150469,,,126685,126389,105560
6037701302,Census Tract 7013.02,"Census Tract 7013.02, Los Angeles County, California",6,37,701302,4880,2770,97120,107404,89018,61,84,104,22,85,121,83,58,40,256,172,318,291,280,332,463,87768,,,,,,150125,82000,97284
6037701304,Census Tract 7013.04,"Census Tract 7013.04, Los Angeles County, California",6,37,701304,6223,2888,122024,151463,101324,191,101,64,114,62,47,28,39,89,100,82,208,405,230,332,796,115690,250001,,175729,,,138542,90833,117091
6037701402,Census Tract 7014.02,"Census Tract 7014.02, Los Angeles County, California",6,37,701402,5877,3699,100840,194688,93804,300,261,292,124,40,127,74,0,3,47,169,391,269,382,305,915,93194,,,,,,,119000,84010
6037701501,Census Tract 7015.01,"Census Tract 7015.01, Los Angeles County, California",6,37,701501,5238,2696,97440,164479,81903,219,109,111,57,54,45,31,0,101,76,250,331,194,214,499,405,89228,,,168802,,,120469,105938,89853
6037701502,Census Tract 7015.02,"Census Tract 7015.02, Los Angeles County, California",6,37,701502,3672,1776,90081,97331,82357,68,27,24,51,27,40,46,33,51,190,141,314,170,218,211,165,91371,149028,,95313,,,51667,96397,86181
6037701601,Census Tract 7016.01,"Census Tract 7016.01, Los Angeles County, California",6,37,701601,4411,1745,135295,193182,93915,52,6,59,18,22,19,12,24,58,86,111,189,171,175,148,595,137132,,,,,,,,140156
6037701602,Census Tract 7016.02,"Census Tract 7016.02, Los Angeles County, California",6,37,701602,3798,1883,99805,106932,93571,50,96,49,32,27,32,75,42,34,129,130,248,302,192,175,270,95250,121280,,121736,,,103009,86500,96313
6037701701,Census Tract 7017.01,"Census Tract 7017.01, Los Angeles County, California",6,37,701701,3512,1775,76830,103036,71900,99,113,39,60,61,64,44,58,29,132,127,198,181,63,232,275,78727,,,69491,,145000,75234,75789,85893
6037701702,Census Tract 7017.02,"Census Tract 7017.02, Los Angeles County, California",6,37,701702,3489,1733,67008,233929,57585,80,114,90,106,8,87,101,39,91,104,116,177,162,113,123,222,66553,82857,,113355,,83917,46528,45833,79914
6037701801,Census Tract 7018.01,"Census Tract 7018.01, Los Angeles County, California",6,37,701801,7092,2768,60213,111696,51210,231,140,16,119,89,215,70,120,143,237,323,316,213,117,181,238,64615,51046,,79279,,34818,46920,46953,75089
6037701802,Census Tract 7018.02,"Census Tract 7018.02, Los Angeles County, California",6,37,701802,4374,1761,64475,155893,61389,154,108,49,93,40,64,51,72,50,151,120,272,147,135,122,133,80242,30345,,,,56719,,52026,84800
6037701902,Census Tract 7019.02,"Census Tract 7019.02, Los Angeles County, California",6,37,701902,4598,3022,59154,201827,55054,311,251,245,71,61,186,103,49,22,234,98,192,129,279,408,383,59962,33429,,91507,,,125724,129443,56685
6037702002,Census Tract 7020.02,"Census Tract 7020.02, Los Angeles County, California",6,37,702002,6370,3454,88986,120781,64650,221,189,111,139,128,92,158,120,98,92,231,350,489,170,296,570,95357,,,122031,,37946,,98088,89426
6037702102,Census Tract 7021.02,"Census Tract 7021.02, Los Angeles County, California",6,37,702102,6020,3748,87295,127500,79768,211,200,122,76,155,170,125,49,45,120,314,510,448,190,292,721,92819,,,125338,,71587,250001,61453,96402
6037702201,Census Tract 7022.01,"Census Tract 7022.01, Los Angeles County, California",6,37,702201,4387,2019,96806,168500,82475,96,102,59,44,14,75,26,108,55,64,121,305,175,195,189,391,100982,97639,,96917,,,81814,,108319
6037702202,Census Tract 7022.02,"Census Tract 7022.02, Los Angeles County, California",6,37,702202,4000,1693,109803,170625,81635,34,94,84,31,17,24,80,31,8,29,149,180,170,155,179,428,114063,38750,,150313,,83380,123333,83333,125833
6037702300,Census Tract 7023,"Census Tract 7023, Los Angeles County, California",6,37,702300,6701,2899,95246,181827,63889,194,94,113,60,70,122,134,88,48,126,216,261,110,245,308,710,96818,63087,,105391,,,170139,39022,106827
6037702400,Census Tract 7024,"Census Tract 7024, Los Angeles County, California",6,37,702400,4426,1925,88603,115859,76008,130,105,43,43,34,86,64,18,45,134,143,289,196,145,182,268,91179,,,95365,,,151136,67361,95625
6037702501,Census Tract 7025.01,"Census Tract 7025.01, Los Angeles County, California",6,37,702501,4757,1939,93826,115250,90264,32,0,38,16,16,27,49,62,24,174,217,402,92,116,214,460,99156,81603,,150987,,62143,,84239,108494
6037702502,Census Tract 7025.02,"Census Tract 7025.02, Los Angeles County, California",6,37,702502,3983,1974,86081,94209,75980,45,165,35,0,28,73,20,67,41,95,183,406,316,181,105,214,87011,94044,,100098,,,,,84250
6037702600,Census Tract 7026,"Census Tract 7026, Los Angeles County, California",6,37,702600,6216,2288,94815,118971,61964,40,84,23,87,59,56,107,56,27,159,190,258,271,61,393,417,124188,76791,,69773,,81280,37267,82043,133421
6037702700,Census Tract 7027,"Census Tract 7027, Los Angeles County, California",6,37,702700,3521,1280,126786,139716,72634,36,32,8,8,32,0,24,32,17,82,135,91,123,157,199,304,122875,,,135938,,,134440,,133125
6037702801,Census Tract 7028.01,"Census Tract 7028.01, Los Angeles County, California",6,37,702801,4978,2066,56912,69167,50758,179,92,95,146,48,83,79,46,130,164,146,120,207,116,211,204,55368,110761,,,,121554,,57105,54875
6037702802,Census Tract 7028.02,"Census Tract 7028.02, Los Angeles County, California",6,37,702802,2397,898,90000,94306,83942,50,26,15,36,22,29,16,0,22,75,96,115,92,90,84,130,95167,,,83281,,,118750,65917,96333
6037702803,Census Tract 7028.03,"Census Tract 7028.03, Los Angeles County, California",6,37,702803,3167,1226,68643,77679,62455,29,20,190,96,24,19,16,45,50,37,141,228,81,50,83,117,69815,,,83224,,45950,61694,,90549
6037702901,Census Tract 7029.01,"Census Tract 7029.01, Los Angeles County, California",6,37,702901,9771,5477,112050,109972,113150,186,182,52,201,57,69,97,159,70,459,403,351,883,517,761,1030,114338,,,122554,,,115556,126941,112240
6037703001,Census Tract 7030.01,"Census Tract 7030.01, Los Angeles County, California",6,37,703001,6288,3070,104000,101645,105685,86,57,103,83,166,68,126,31,49,77,228,391,414,335,522,334,91604,99375,,136712,,115727,176346,64519,94924
6037703002,Census Tract 7030.02,"Census Tract 7030.02, Los Angeles County, California",6,37,703002,7210,2844,101765,117813,71649,214,67,73,111,37,36,61,117,72,106,201,315,290,135,298,711,,104898,,250001,,,195333,,
6037703100,Census Tract 7031,"Census Tract 7031, Los Angeles County, California",6,37,703100,5935,2412,90619,106250,53921,140,105,61,123,0,17,20,98,72,264,158,319,266,82,300,387,,76802,92036,,,,109659,,
6037703200,Census Tract 7032,"Census Tract 7032, Los Angeles County, California",6,37,703200,5645,2281,93528,109531,41250,95,89,14,67,88,119,48,30,32,274,69,270,227,209,224,426,106250,92972,,193043,,,,,122813
6037800101,Census Tract 8001.01,"Census Tract 8001.01, Los Angeles County, California",6,37,800101,5647,1949,138274,143264,135851,18,68,31,41,47,10,37,59,31,63,69,174,180,269,236,616,137078,,,210750,,,,,143023
6037800102,Census Tract 8001.02,"Census Tract 8001.02, Los Angeles County, California",6,37,800102,6577,2552,126619,136284,94148,113,0,29,43,51,32,46,34,84,112,172,298,205,278,317,738,127788,,,,,,,,128077
6037800202,Census Tract 8002.02,"Census Tract 8002.02, Los Angeles County, California",6,37,800202,5923,2015,160524,180729,73382,129,87,12,14,12,15,12,36,0,73,108,186,81,148,303,799,170733,,,161250,,,,103000,171940
6037800203,Census Tract 8002.03,"Census Tract 8002.03, Los Angeles County, California",6,37,800203,5568,1992,133971,164018,111125,98,17,9,50,34,61,12,39,54,68,107,117,275,160,150,741,143883,,,120278,,120926,126439,81797,144894
6037800204,Census Tract 8002.04,"Census Tract 8002.04, Los Angeles County, California",6,37,800204,4604,1819,130363,193083,54583,85,73,0,0,15,29,28,95,15,173,176,79,137,144,122,648,121125,,,250001,,,,,124081
6037800324,Census Tract 8003.24,"Census Tract 8003.24, Los Angeles County, California",6,37,800324,6862,2363,152942,163565,123088,34,47,44,9,20,0,19,26,64,41,78,148,383,241,381,828,149792,,,154464,,,64191,,164352
6037800325,Census Tract 8003.25,"Census Tract 8003.25, Los Angeles County, California",6,37,800325,3529,1511,131680,133359,115341,22,15,37,29,37,76,9,48,76,89,10,90,196,137,238,402,121284,,,173333,,,,,121655
6037800326,Census Tract 8003.26,"Census Tract 8003.26, Los Angeles County, California",6,37,800326,4943,1956,137222,152917,61360,43,36,23,97,30,19,30,18,8,94,169,147,186,208,193,655,138513,,,164125,,61250,144135,60772,139138
6037800327,Census Tract 8003.27,"Census Tract 8003.27, Los Angeles County, California",6,37,800327,5726,2182,91418,94479,90709,37,43,50,135,44,79,14,101,69,77,201,398,248,149,254,283,94844,,,,,,,80897,96105
6037800328,Census Tract 8003.28,"Census Tract 8003.28, Los Angeles County, California",6,37,800328,2821,972,101923,149038,79815,64,9,17,0,18,42,20,25,12,54,78,127,121,58,91,236,86538,,,205962,,,250001,91154,86490
6037800329,Census Tract 8003.29,"Census Tract 8003.29, Los Angeles County, California",6,37,800329,6669,2556,84074,126417,39321,226,0,56,57,92,103,230,79,32,114,167,277,172,148,287,516,86276,,,82222,,28750,,35769,89500
6037800330,Census Tract 8003.30,"Census Tract 8003.30, Los Angeles County, California",6,37,800330,953,361,151750,160875,123750,5,10,0,4,0,0,5,6,10,32,5,29,36,35,81,103,157750,,,,,,,,144000
6037800331,Census Tract 8003.31,"Census Tract 8003.31, Los Angeles County, California",6,37,800331,729,226,126250,141563,102813,0,0,0,4,0,0,0,18,12,8,22,14,35,13,58,42,122656,,,152946,,,,104063,124688
6037800332,Census Tract 8003.32,"Census Tract 8003.32, Los Angeles County, California",6,37,800332,6355,2219,147019,153056,,89,0,62,71,8,0,16,0,56,126,179,141,307,57,227,880,145096,,,174000,,,,120521,146250
6037800406,Census Tract 8004.06,"Census Tract 8004.06, Los Angeles County, California",6,37,800406,2812,1012,130208,145781,83281,52,23,0,6,34,26,21,10,33,60,73,82,66,74,90,362,129861,,,192083,,,,250001,129028
6037800408,Census Tract 8004.08,"Census Tract 8004.08, Los Angeles County, California",6,37,800408,7235,3139,145696,157651,132650,139,130,37,45,36,9,113,0,51,80,230,336,155,330,285,1163,146016,,,,,,,158438,145625
6037800410,Census Tract 8004.10,"Census Tract 8004.10, Los Angeles County, California",6,37,800410,4064,605,122875,138173,105000,18,49,9,5,25,23,0,6,0,19,60,27,70,27,38,229,137981,,,34018,,,,156500,135781
6037800504,Census Tract 8005.04,"Census Tract 8005.04, Los Angeles County, California",6,37,800504,2507,1213,155583,250001,70143,84,13,28,11,37,10,28,17,0,12,147,73,99,38,127,489,157824,,,,,,,,156071
6037800506,Census Tract 8005.06,"Census Tract 8005.06, Los Angeles County, California",6,37,800506,3150,1366,177143,176220,178192,31,10,21,34,29,0,0,13,8,8,24,163,92,102,234,597,179565,,,175060,,,,,179855
6037900102,Census Tract 9001.02,"Census Tract 9001.02, Los Angeles County, California",6,37,900102,588,256,25938,,26875,40,52,19,14,8,6,13,39,18,8,8,13,9,0,5,4,35865,12321,,,,43333,,40268,35385
6037900103,Census Tract 9001.03,"Census Tract 9001.03, Los Angeles County, California",6,37,900103,5684,1674,32500,40977,19375,380,146,74,111,70,91,84,70,29,154,95,209,86,22,39,14,34071,,,,,,,36563,31563
6037900104,Census Tract 9001.04,"Census Tract 9001.04, Los Angeles County, California",6,37,900104,5783,1679,47078,51250,27500,177,57,82,110,10,90,77,111,211,210,194,196,80,29,27,18,46754,46481,,,,51653,41719,47500,46653
6037900201,Census Tract 9002.01,"Census Tract 9002.01, Los Angeles County, California",6,37,900201,1151,438,44643,46759,31400,102,13,0,3,5,44,16,39,33,12,52,28,49,8,27,7,44702,,,,,,,31700,49375
6037900300,Census Tract 9003,"Census Tract 9003, Los Angeles County, California",6,37,900300,5399,1223,54012,76513,42639,118,33,0,106,27,103,46,60,55,125,46,229,122,45,25,83,50962,58750,,99141,,,,44028,58409
6037900501,Census Tract 9005.01,"Census Tract 9005.01, Los Angeles County, California",6,37,900501,6712,1962,47181,57734,30160,338,181,63,85,15,88,86,84,137,225,210,248,81,65,47,9,43634,37031,,49043,,61250,66484,39970,52882
6037900504,Census Tract 9005.04,"Census Tract 9005.04, Los Angeles County, California",6,37,900504,6704,1926,61914,71739,39839,271,75,19,7,23,42,61,107,173,136,234,300,256,88,72,62,62694,39309,,81850,,69464,81042,61908,68788
6037900505,Census Tract 9005.05,"Census Tract 9005.05, Los Angeles County, California",6,37,900505,3661,1209,36799,53527,19534,181,48,151,48,37,110,60,45,106,83,54,84,79,51,33,39,44630,19158,,,,41500,,45402,44028
6037900506,Census Tract 9005.06,"Census Tract 9005.06, Los Angeles County, California",6,37,900506,4343,1259,50095,67857,36050,192,37,42,54,59,8,66,110,59,150,147,128,137,20,50,0,65441,43322,,,,55250,,47417,69333
6037900507,Census Tract 9005.07,"Census Tract 9005.07, Los Angeles County, California",6,37,900507,6863,2127,46958,61365,38051,289,60,128,74,102,96,155,136,149,144,172,191,191,63,55,122,48844,37946,,88980,,40167,64412,41250,60945
6037900508,Census Tract 9005.08,"Census Tract 9005.08, Los Angeles County, California",6,37,900508,3783,1008,51667,85492,20938,167,18,74,54,28,52,17,33,51,71,80,133,81,66,60,23,63875,,,31000,,84750,86641,53750,78000
6037900602,Census Tract 9006.02,"Census Tract 9006.02, Los Angeles County, California",6,37,900602,5765,1559,36531,45137,26953,298,120,5,59,44,229,66,167,77,87,168,204,35,0,0,0,36063,,,,,53625,,40084,31250
6037900605,Census Tract 9006.05,"Census Tract 9006.05, Los Angeles County, California",6,37,900605,7433,2122,40238,50610,,526,134,98,109,74,32,80,94,56,122,274,341,64,48,47,23,39259,,,,,63750,,50139,40122
6037900606,Census Tract 9006.06,"Census Tract 9006.06, Los Angeles County, California",6,37,900606,3373,1118,30083,50469,15680,386,38,75,34,25,33,95,82,64,8,96,82,33,0,67,0,30139,,,,,2499,,,38947
6037900607,Census Tract 9006.07,"Census Tract 9006.07, Los Angeles County, California",6,37,900607,4088,1147,23020,43056,14016,320,119,97,108,49,52,50,41,46,58,120,55,18,6,8,0,41000,,,60938,,43438,30875,38243,43289
6037900608,Census Tract 9006.08,"Census Tract 9006.08, Los Angeles County, California",6,37,900608,3509,1008,48846,67054,,196,54,67,23,13,27,44,62,30,100,120,119,56,45,23,29,56865,,,,,41094,,44594,66739
6037900609,Census Tract 9006.09,"Census Tract 9006.09, Los Angeles County, California",6,37,900609,5302,1505,37321,56932,21883,342,86,61,145,7,79,53,27,131,46,101,222,90,54,42,19,48924,,,,,30469,100357,46071,79050
6037900701,Census Tract 9007.01,"Census Tract 9007.01, Los Angeles County, California",6,37,900701,4602,1613,37883,65167,19441,344,173,92,18,97,36,110,80,67,42,238,141,136,0,39,0,41855,11027,,58229,,43750,,38125,47500
6037900703,Census Tract 9007.03,"Census Tract 9007.03, Los Angeles County, California",6,37,900703,4212,1699,36384,52679,26357,283,196,69,138,71,77,115,97,97,112,143,162,71,44,24,0,39734,20156,,87813,,48958,,48171,38158
6037900704,Census Tract 9007.04,"Census Tract 9007.04, Los Angeles County, California",6,37,900704,2802,1374,44306,,45100,232,116,13,7,37,62,129,96,119,193,189,104,47,23,7,0,55641,39387,,55313,,,,33672,57946
6037900705,Census Tract 9007.05,"Census Tract 9007.05, Los Angeles County, California",6,37,900705,3949,1705,46306,69750,36681,127,72,129,119,78,143,123,38,110,90,177,174,59,158,74,34,47194,,,68594,,,,37382,49342
6037900803,Census Tract 9008.03,"Census Tract 9008.03, Los Angeles County, California",6,37,900803,9046,2405,56316,62708,45417,331,90,39,108,48,108,17,50,274,323,319,281,136,52,217,12,59604,45597,,,,47095,,57124,78016
6037900804,Census Tract 9008.04,"Census Tract 9008.04, Los Angeles County, California",6,37,900804,3480,1068,39706,48190,32556,174,45,98,18,56,117,28,100,59,83,92,100,59,15,24,0,44250,30197,,,,48125,31458,45850,28906
6037900805,Census Tract 9008.05,"Census Tract 9008.05, Los Angeles County, California",6,37,900805,4814,1325,59458,76250,40324,88,34,86,36,28,45,133,35,75,109,202,169,135,100,33,17,56936,,,,,104118,65417,62875,51667
6037900806,Census Tract 9008.06,"Census Tract 9008.06, Los Angeles County, California",6,37,900806,4522,2010,21587,62895,18311,401,378,193,136,152,134,101,95,54,72,113,96,9,65,11,0,25368,12254,,25921,,26625,,30545,23860
6037900900,Census Tract 9009,"Census Tract 9009, Los Angeles County, California",6,37,900900,3985,1358,56574,81047,20781,163,57,33,19,81,76,77,22,55,114,71,161,190,97,70,72,55556,,,67143,,,,88281,54673
6037901003,Census Tract 9010.03,"Census Tract 9010.03, Los Angeles County, California",6,37,901003,4884,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
6037901004,Census Tract 9010.04,"Census Tract 9010.04, Los Angeles County, California",6,37,901004,13277,3856,85714,91489,68649,66,94,49,115,65,80,138,32,154,286,495,652,587,318,357,368,88485,64360,,105721,,69345,132557,85147,90373
6037901007,Census Tract 9010.07,"Census Tract 9010.07, Los Angeles County, California",6,37,901007,2098,639,94750,100972,73000,26,7,0,10,5,15,46,54,37,18,24,120,101,28,68,80,96964,,,81875,,,,97000,95000
6037901008,Census Tract 9010.08,"Census Tract 9010.08, Los Angeles County, California",6,37,901008,2733,909,61103,61125,61071,69,25,44,13,19,80,68,23,11,95,107,85,113,42,50,65,67361,37841,,62000,,70694,105357,61250,72000
6037901009,Census Tract 9010.09,"Census Tract 9010.09, Los Angeles County, California",6,37,901009,5295,1888,70481,87768,45462,109,39,34,80,42,113,123,8,112,155,199,209,210,143,155,157,80313,47537,,135577,,37051,,61935,86397
