FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037186203,Census Tract 1862.03,"Census Tract 1862.03, Los Angeles County, California",6,37,186203,3303,1073,108011,111938,104881,0,8,0,23,12,49,23,41,11,104,60,78,194,93,230,147,125859,,,,,78993,151500,105703,135156
6037186301,Census Tract 1863.01,"Census Tract 1863.01, Los Angeles County, California",6,37,186301,3074,890,45769,96250,39267,80,35,67,17,66,76,55,45,34,58,106,49,65,34,68,35,38478,100278,,88021,,36964,60852,39402,42000
6037186302,Census Tract 1863.02,"Census Tract 1863.02, Los Angeles County, California",6,37,186302,5442,1872,74244,100625,39750,72,85,87,47,68,78,126,90,86,104,106,248,270,99,155,151,80833,,,92885,,54375,,65227,87727
6037186401,Census Tract 1864.01,"Census Tract 1864.01, Los Angeles County, California",6,37,186401,3437,947,40282,62917,39183,21,128,86,76,55,63,41,41,15,107,115,77,25,50,22,25,35000,,,18182,,53409,66354,44625,45000
6037186403,Census Tract 1864.03,"Census Tract 1864.03, Los Angeles County, California",6,37,186403,2743,848,55625,96797,33984,108,39,48,21,65,39,15,39,16,64,83,69,85,35,67,55,65458,,65417,54167,,47708,,47250,97045
6037186404,Census Tract 1864.04,"Census Tract 1864.04, Los Angeles County, California",6,37,186404,2816,785,57574,110580,45227,35,24,39,54,28,46,63,19,77,24,78,82,71,42,58,45,54821,,,59063,,47750,63750,48304,72361
6037187101,Census Tract 1871.01,"Census Tract 1871.01, Los Angeles County, California",6,37,187101,3267,1159,79898,90786,55804,12,58,98,38,8,14,82,8,76,43,84,264,58,171,31,114,85170,,,80515,,70865,,53466,121250
6037187102,Census Tract 1871.02,"Census Tract 1871.02, Los Angeles County, California",6,37,187102,3897,1278,53333,116563,33523,105,173,68,82,48,60,71,15,0,51,75,59,142,124,88,117,63182,,,,,,,34432,141528
6037187200,Census Tract 1872,"Census Tract 1872, Los Angeles County, California",6,37,187200,2968,891,67125,70781,65500,51,35,42,73,25,25,27,27,44,61,73,146,80,95,39,48,76000,,,88333,,44375,101154,54792,79352
6037187300,Census Tract 1873,"Census Tract 1873, Los Angeles County, California",6,37,187300,3479,1510,94710,168571,81023,102,32,19,19,42,0,33,45,70,95,138,174,99,35,174,433,146417,,,49464,,,51250,70729,156250
6037188100,Census Tract 1881,"Census Tract 1881, Los Angeles County, California",6,37,188100,3963,1676,59306,101042,55625,65,62,124,117,79,26,82,93,25,185,152,209,187,64,77,129,67679,51250,,101250,,41625,67721,52333,63309
6037188201,Census Tract 1882.01,"Census Tract 1882.01, Los Angeles County, California",6,37,188201,3548,1857,79292,142045,74942,31,65,70,65,31,93,48,88,12,178,176,283,186,135,214,182,79208,128750,,101635,,57663,,50000,79625
6037188202,Census Tract 1882.02,"Census Tract 1882.02, Los Angeles County, California",6,37,188202,2334,1129,110442,162083,90333,7,22,27,28,0,64,8,0,18,57,67,216,143,77,91,304,122976,90938,,77031,,,130819,89250,123571
6037188300,Census Tract 1883,"Census Tract 1883, Los Angeles County, California",6,37,188300,3955,1425,99375,115119,86743,9,47,17,52,44,42,78,45,0,70,108,209,251,135,179,139,116176,,,71797,,109306,88527,108519,119471
6037189101,Census Tract 1891.01,"Census Tract 1891.01, Los Angeles County, California",6,37,189101,2410,1309,65451,105888,62188,54,63,86,34,71,57,41,113,54,27,95,192,135,86,148,53,64609,,,105114,,,,,64727
6037189102,Census Tract 1891.02,"Census Tract 1891.02, Los Angeles County, California",6,37,189102,3283,1926,85331,121406,82909,64,45,80,133,28,44,49,30,30,104,190,324,290,156,122,237,85423,,,54028,,,121806,68000,85662
6037189201,Census Tract 1892.01,"Census Tract 1892.01, Los Angeles County, California",6,37,189201,3370,2015,40048,116528,37214,244,229,121,135,124,75,78,115,67,115,193,155,143,111,69,41,34000,,,53913,,,,,33365
6037189202,Census Tract 1892.02,"Census Tract 1892.02, Los Angeles County, California",6,37,189202,2325,1096,115291,134853,85714,13,65,15,16,0,30,24,31,65,23,68,79,202,93,134,238,114063,,,250001,,,,,115262
6037189300,Census Tract 1893,"Census Tract 1893, Los Angeles County, California",6,37,189300,3130,1225,174943,181667,,61,8,20,0,34,26,0,20,0,47,84,59,132,36,153,545,195694,,,87045,,,,,196389
6037189400,Census Tract 1894,"Census Tract 1894, Los Angeles County, California",6,37,189400,3247,1645,159609,207375,88125,46,31,8,26,16,52,18,72,46,38,92,153,88,62,207,690,156875,109224,,250001,,,184167,235673,157031
6037189500,Census Tract 1895,"Census Tract 1895, Los Angeles County, California",6,37,189500,4151,2696,52976,127674,47128,363,211,98,92,69,127,87,119,37,285,317,301,219,139,103,129,54494,72500,,,,51582,,37895,55750
6037189600,Census Tract 1896,"Census Tract 1896, Los Angeles County, California",6,37,189600,3787,2017,70109,162143,59920,100,50,62,87,133,74,57,88,60,144,268,245,103,120,147,279,71125,,,,,143021,60791,72632,70568
6037189701,Census Tract 1897.01,"Census Tract 1897.01, Los Angeles County, California",6,37,189701,3200,1691,91451,142143,48365,137,39,41,65,73,95,0,78,39,84,111,134,72,156,120,447,104833,,,,,,91280,40192,104083
6037189702,Census Tract 1897.02,"Census Tract 1897.02, Los Angeles County, California",6,37,189702,2090,1239,84583,129477,62500,126,9,15,43,38,75,9,14,45,63,87,168,94,98,83,272,93839,,,,,,,,95000
6037189800,Census Tract 1898,"Census Tract 1898, Los Angeles County, California",6,37,189800,3923,2303,67872,127833,63592,137,72,90,156,93,144,73,27,31,115,462,225,108,106,164,300,68975,65789,,57986,,,64468,32125,69171
6037189902,Census Tract 1899.02,"Census Tract 1899.02, Los Angeles County, California",6,37,189902,5117,3025,56378,82554,55449,179,289,80,199,117,179,79,147,92,196,390,234,204,244,253,143,58796,43607,,118717,,42535,,44618,55577
6037189903,Census Tract 1899.03,"Census Tract 1899.03, Los Angeles County, California",6,37,189903,2009,1487,53973,63207,52500,131,96,54,55,35,113,63,77,67,73,120,210,95,112,37,149,51250,,,52569,,,,60125,49811
6037189904,Census Tract 1899.04,"Census Tract 1899.04, Los Angeles County, California",6,37,189904,2402,1505,48293,,47981,180,91,49,109,26,72,69,114,78,113,104,141,105,92,121,41,46731,,,63438,,41406,40938,41858,46635
6037189905,Census Tract 1899.05,"Census Tract 1899.05, Los Angeles County, California",6,37,189905,2402,1471,68393,110625,61140,109,84,71,57,49,39,53,23,60,104,134,138,174,76,176,124,67188,86141,,,,,63750,64861,66771
6037190100,Census Tract 1901,"Census Tract 1901, Los Angeles County, California",6,37,190100,4603,2770,52097,,51823,147,154,188,230,76,178,87,154,41,507,228,287,212,57,83,141,50307,58839,,,,,50816,46696,51533
6037190201,Census Tract 1902.01,"Census Tract 1902.01, Los Angeles County, California",6,37,190201,2533,1278,29706,,28824,227,186,81,83,66,115,60,78,0,145,90,48,10,10,59,20,20788,37130,,,,32015,,31920,18750
6037190202,Census Tract 1902.02,"Census Tract 1902.02, Los Angeles County, California",6,37,190202,3328,2296,38250,,38792,409,202,177,92,81,107,101,124,85,159,141,240,311,12,40,15,41944,,,,,,,40737,40972
6037190301,Census Tract 1903.01,"Census Tract 1903.01, Los Angeles County, California",6,37,190301,5650,2865,48924,122292,46714,134,261,268,59,200,203,114,127,82,213,332,295,284,96,93,104,48173,62132,,52583,,39125,61842,44087,46731
6037190401,Census Tract 1904.01,"Census Tract 1904.01, Los Angeles County, California",6,37,190401,2863,1752,44235,,44005,87,238,31,78,146,84,48,179,72,104,179,232,148,48,53,25,44519,,,41131,,49554,43424,38125,48750
6037190402,Census Tract 1904.02,"Census Tract 1904.02, Los Angeles County, California",6,37,190402,2405,1336,34138,,34526,125,200,82,115,65,91,38,68,26,65,154,101,108,48,32,18,27470,42222,,42125,,66042,67639,41042,26488
6037190510,Census Tract 1905.10,"Census Tract 1905.10, Los Angeles County, California",6,37,190510,4240,1737,41736,,41736,265,222,81,100,30,76,57,77,31,178,220,129,65,78,76,52,30326,,,62026,,44185,,53125,25938
