FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037241110,Census Tract 2411.10,"Census Tract 2411.10, Los Angeles County, California",6,37,241110,3269,3269,17398.33,0.187891604,3269,1412,826,0,0,0,1031,0,2446,0,0
6037241120,Census Tract 2411.20,"Census Tract 2411.20, Los Angeles County, California",6,37,241120,5137,5137,20046.45,0.256254855,5137,1651,1949,65,5,0,1383,84,3042,19,0
6037241201,Census Tract 2412.01,"Census Tract 2412.01, Los Angeles County, California",6,37,241201,2937,2937,15654.97,0.187608205,2937,906,1236,0,13,0,745,37,1647,6,0
6037241202,Census Tract 2412.02,"Census Tract 2412.02, Los Angeles County, California",6,37,241202,5436,5436,12103.55,0.449124475,5436,2302,2003,40,18,0,951,122,3234,8,0
6037241300,Census Tract 2413,"Census Tract 2413, Los Angeles County, California",6,37,241300,2453,2453,12168,0.20159437,2453,625,1170,0,6,8,610,34,1220,7,0
6037241400,Census Tract 2414,"Census Tract 2414, Los Angeles County, California",6,37,241400,3644,3644,16397.91,0.222223423,3644,1415,831,9,46,0,1277,66,2539,16,0
6037242000,Census Tract 2420,"Census Tract 2420, Los Angeles County, California",6,37,242000,4054,4054,16235.13,0.249705404,4054,1671,938,64,14,0,1322,45,2935,39,0
6037242100,Census Tract 2421,"Census Tract 2421, Los Angeles County, California",6,37,242100,2778,2778,15654.38,0.177458351,2778,1270,494,81,18,59,828,28,2200,28,0
6037242200,Census Tract 2422,"Census Tract 2422, Los Angeles County, California",6,37,242200,6183,6183,19691.62,0.313991416,6183,2034,1739,23,9,0,2344,34,4468,34,0
6037242300,Census Tract 2423,"Census Tract 2423, Los Angeles County, California",6,37,242300,5103,5103,20977.64,0.243259042,5103,1600,738,78,97,29,2548,13,4020,0,0
6037242600,Census Tract 2426,"Census Tract 2426, Los Angeles County, California",6,37,242600,4745,4745,25818.32,0.183784249,4745,960,1440,19,0,0,2264,62,3237,2,0
6037242700,Census Tract 2427,"Census Tract 2427, Los Angeles County, California",6,37,242700,5945,5945,15166.69,0.391977492,5945,2473,1251,2,51,0,2057,111,4630,101,0
6037243000,Census Tract 2430,"Census Tract 2430, Los Angeles County, California",6,37,243000,7379,7379,26641.95,0.276969237,7379,2631,1127,329,43,0,3110,139,5955,139,0
6037243100,Census Tract 2431,"Census Tract 2431, Los Angeles County, California",6,37,243100,6490,6490,27691.1,0.234371356,6490,2270,2213,0,5,52,1942,8,4150,8,0
6037261101,Census Tract 2611.01,"Census Tract 2611.01, Los Angeles County, California",6,37,261101,3555,3555,1410.662,2.520093915,3555,3212,36,6,217,0,20,64,293,21,0
6037261102,Census Tract 2611.02,"Census Tract 2611.02, Los Angeles County, California",6,37,261102,3695,3695,1203.38,3.070516929,3695,3299,89,0,209,0,24,74,72,11,0
6037261200,Census Tract 2612,"Census Tract 2612, Los Angeles County, California",6,37,261200,4341,4341,1547.041,2.806001804,4341,3814,9,0,417,0,48,53,157,0,0
6037262100,Census Tract 2621,"Census Tract 2621, Los Angeles County, California",6,37,262100,2844,2844,842.3286,3.376354639,2844,2261,21,0,365,0,45,152,138,45,87
6037262200,Census Tract 2622,"Census Tract 2622, Los Angeles County, California",6,37,262200,4779,4779,1444.542,3.3083161,4779,3789,167,0,437,0,37,349,314,7,30
6037262301,Census Tract 2623.01,"Census Tract 2623.01, Los Angeles County, California",6,37,262301,2749,2749,545.3446,5.04084961,2749,2180,63,0,340,0,75,91,294,18,24
6037262302,Census Tract 2623.02,"Census Tract 2623.02, Los Angeles County, California",6,37,262302,2976,2976,2515.984,1.182837527,2976,2623,24,0,205,0,12,112,227,0,0
6037262303,Census Tract 2623.03,"Census Tract 2623.03, Los Angeles County, California",6,37,262303,3188,3188,3158.348,1.00938846,3188,2801,0,41,157,0,19,170,121,0,0
6037262400,Census Tract 2624,"Census Tract 2624, Los Angeles County, California",6,37,262400,3076,3076,706.983,4.350882321,3076,2700,83,12,180,0,0,101,99,0,0
6037262501,Census Tract 2625.01,"Census Tract 2625.01, Los Angeles County, California",6,37,262501,3925,3925,6217.106,0.631322616,3925,3605,0,9,166,0,17,128,241,16,0
6037262601,Census Tract 2626.01,"Census Tract 2626.01, Los Angeles County, California",6,37,262601,3429,3429,2453.096,1.397825395,3429,2644,54,0,367,0,26,338,144,0,55
6037262604,Census Tract 2626.04,"Census Tract 2626.04, Los Angeles County, California",6,37,262604,6195,6195,2829.698,2.189280028,6195,5321,0,0,511,0,2,361,154,0,27
6037262704,Census Tract 2627.04,"Census Tract 2627.04, Los Angeles County, California",6,37,262704,3539,3539,4708.273,0.751655606,3539,3039,32,0,240,2,55,171,279,42,0
6037262706,Census Tract 2627.06,"Census Tract 2627.06, Los Angeles County, California",6,37,262706,3751,3751,4216.792,0.88953887,3751,3444,9,0,44,0,2,252,277,0,0
6037262802,Census Tract 2628.02,"Census Tract 2628.02, Los Angeles County, California",6,37,262802,3291,3291,2561.689,1.284699389,3291,3067,10,0,77,0,31,106,317,0,0
6037264000,Census Tract 2640,"Census Tract 2640, Los Angeles County, California",6,37,264000,3137,3137,4349.388,0.721250832,3137,2984,0,0,59,0,0,94,181,0,0
6037264102,Census Tract 2641.02,"Census Tract 2641.02, Los Angeles County, California",6,37,264102,2826,2826,18460.86,0.153080632,2826,2422,45,0,226,0,25,108,221,6,28
6037264103,Census Tract 2641.03,"Census Tract 2641.03, Los Angeles County, California",6,37,264103,2708,2708,30425.11,0.089005432,2708,2278,22,25,223,0,0,160,124,8,0
6037264301,Census Tract 2643.01,"Census Tract 2643.01, Los Angeles County, California",6,37,264301,5575,5575,34365.91,0.16222469,5575,4451,136,0,645,0,121,222,487,42,110
6037264302,Census Tract 2643.02,"Census Tract 2643.02, Los Angeles County, California",6,37,264302,6078,6078,9314.205,0.652551672,6078,5038,143,47,356,0,52,442,244,39,5
6037265100,Census Tract 2651,"Census Tract 2651, Los Angeles County, California",6,37,265100,2528,2528,2771.971,0.911986465,2528,2256,41,8,107,0,23,93,103,0,13
6037265201,Census Tract 2652.01,"Census Tract 2652.01, Los Angeles County, California",6,37,265201,2623,2623,15481.38,0.169429356,2623,1974,52,0,506,0,27,64,177,18,30
6037265202,Census Tract 2652.02,"Census Tract 2652.02, Los Angeles County, California",6,37,265202,3792,3792,17071.03,0.222130759,3792,2149,44,0,811,0,566,222,629,13,0
6037265301,Census Tract 2653.01,"Census Tract 2653.01, Los Angeles County, California",6,37,265301,11235,11235,18234.31,0.616146098,11235,5340,337,26,4532,8,25,967,2610,165,244
6037265303,Census Tract 2653.03,"Census Tract 2653.03, Los Angeles County, California",6,37,265303,4889,4889,85556.52,0.057143508,4889,2045,90,0,1847,0,352,555,1144,351,61
6037265304,Census Tract 2653.04,"Census Tract 2653.04, Los Angeles County, California",6,37,265304,2865,2865,56650.98,0.050572821,2865,1461,42,16,961,21,124,240,526,0,15
6037265305,Census Tract 2653.05,"Census Tract 2653.05, Los Angeles County, California",6,37,265305,3788,3788,31564.89,0.120006734,3788,1913,13,4,1421,0,137,300,543,79,12
6037265410,Census Tract 2654.10,"Census Tract 2654.10, Los Angeles County, California",6,37,265410,1533,1533,7052.036,0.217384019,1533,1254,43,0,159,0,40,37,107,0,0
6037265420,Census Tract 2654.20,"Census Tract 2654.20, Los Angeles County, California",6,37,265420,1908,1908,6762.343,0.282150728,1908,1472,129,0,235,13,6,53,31,0,0
6037265510,Census Tract 2655.10,"Census Tract 2655.10, Los Angeles County, California",6,37,265510,4786,4786,32325.21,0.148057829,4786,2507,185,33,1863,0,61,137,275,0,57
6037265520,Census Tract 2655.20,"Census Tract 2655.20, Los Angeles County, California",6,37,265520,4894,4894,16521.57,0.296218747,4894,3103,524,0,863,0,17,387,152,0,0
6037265601,Census Tract 2656.01,"Census Tract 2656.01, Los Angeles County, California",6,37,265601,3493,3493,14519.09,0.240579879,3493,2604,32,0,674,0,35,148,175,36,67
6037265602,Census Tract 2656.02,"Census Tract 2656.02, Los Angeles County, California",6,37,265602,2874,2874,22160.04,0.129692879,2874,2140,67,0,396,0,90,181,237,0,8
6037265700,Census Tract 2657,"Census Tract 2657, Los Angeles County, California",6,37,265700,4866,4866,10220.55,0.476099503,4866,3683,75,0,593,0,185,330,337,0,0
6037267100,Census Tract 2671,"Census Tract 2671, Los Angeles County, California",6,37,267100,7123,7123,16711.22,0.426240585,7123,5022,236,0,1296,0,64,505,549,60,22
6037267200,Census Tract 2672,"Census Tract 2672, Los Angeles County, California",6,37,267200,6365,6365,14020.93,0.453964265,6365,4123,233,0,1652,14,111,232,344,21,34
6037267300,Census Tract 2673,"Census Tract 2673, Los Angeles County, California",6,37,267300,4788,4788,28819.31,0.166138608,4788,2651,197,0,1202,0,387,351,758,57,12
6037267402,Census Tract 2674.02,"Census Tract 2674.02, Los Angeles County, California",6,37,267402,4941,4941,30113.38,0.164079911,4941,3640,91,95,905,0,106,104,911,38,51
6037267403,Census Tract 2674.03,"Census Tract 2674.03, Los Angeles County, California",6,37,267403,3117,3117,32881.87,0.094793875,3117,1938,133,0,845,0,119,82,347,0,17
6037267404,Census Tract 2674.04,"Census Tract 2674.04, Los Angeles County, California",6,37,267404,3340,3340,30412.39,0.109823675,3340,2270,160,131,522,0,10,247,386,63,0
6037267501,Census Tract 2675.01,"Census Tract 2675.01, Los Angeles County, California",6,37,267501,6489,6489,37030.73,0.175232858,6489,3556,134,538,1033,0,805,423,2199,0,0
6037267502,Census Tract 2675.02,"Census Tract 2675.02, Los Angeles County, California",6,37,267502,3601,3601,21454.44,0.167844021,3601,2476,60,23,576,0,247,219,888,18,94
6037267600,Census Tract 2676,"Census Tract 2676, Los Angeles County, California",6,37,267600,2929,2929,5975.725,0.490149761,2929,1528,136,0,802,0,259,204,602,86,74
6037267700,Census Tract 2677,"Census Tract 2677, Los Angeles County, California",6,37,267700,3269,3269,10392.89,0.314541998,3269,1711,63,16,1070,0,158,251,582,66,33
6037267800,Census Tract 2678,"Census Tract 2678, Los Angeles County, California",6,37,267800,2680,2680,6029.59,0.444474646,2680,2022,21,0,507,18,31,81,203,0,22
6037267901,Census Tract 2679.01,"Census Tract 2679.01, Los Angeles County, California",6,37,267901,2314,2314,5352.807,0.432296598,2314,1647,26,0,550,0,81,10,85,10,104
6037267902,Census Tract 2679.02,"Census Tract 2679.02, Los Angeles County, California",6,37,267902,3568,3568,11876.89,0.300415291,3568,2692,234,0,543,0,0,99,144,23,18
6037269000,Census Tract 2690,"Census Tract 2690, Los Angeles County, California",6,37,269000,5019,5019,5666.409,0.885746189,5019,3978,108,0,561,7,265,100,748,16,0
6037269100,Census Tract 2691,"Census Tract 2691, Los Angeles County, California",6,37,269100,4067,4067,12550.81,0.324042814,4067,3446,82,0,234,0,198,107,345,19,0
6037269300,Census Tract 2693,"Census Tract 2693, Los Angeles County, California",6,37,269300,4075,4075,4785.385,0.85155105,4075,3405,102,0,329,0,9,230,106,0,20
6037269500,Census Tract 2695,"Census Tract 2695, Los Angeles County, California",6,37,269500,3929,3929,7351.547,0.534445333,3929,3386,72,0,413,0,0,58,101,0,12
6037269601,Census Tract 2696.01,"Census Tract 2696.01, Los Angeles County, California",6,37,269601,3406,3406,26438.9,0.128825307,3406,1754,718,0,158,0,678,98,2030,66,10
6037269602,Census Tract 2696.02,"Census Tract 2696.02, Los Angeles County, California",6,37,269602,2847,2847,25374.83,0.112197817,2847,1397,546,0,115,0,661,128,997,10,0
6037269700,Census Tract 2697,"Census Tract 2697, Los Angeles County, California",6,37,269700,3616,3616,10433.76,0.346567243,3616,2256,350,0,542,26,208,234,1153,139,9
6037269800,Census Tract 2698,"Census Tract 2698, Los Angeles County, California",6,37,269800,3123,3123,17316.94,0.180343693,3123,1974,239,0,630,7,126,147,546,46,17
6037269903,Census Tract 2699.03,"Census Tract 2699.03, Los Angeles County, California",6,37,269903,3596,3596,32814.57,0.10958545,3596,1959,223,24,720,0,415,255,828,80,0
6037269904,Census Tract 2699.04,"Census Tract 2699.04, Los Angeles County, California",6,37,269904,4039,4039,31008.86,0.130253113,4039,2442,429,0,828,37,131,172,515,26,16
6037269905,Census Tract 2699.05,"Census Tract 2699.05, Los Angeles County, California",6,37,269905,2577,2577,28040.51,0.091902742,2577,1085,395,0,559,0,392,146,628,42,17
6037269906,Census Tract 2699.06,"Census Tract 2699.06, Los Angeles County, California",6,37,269906,3102,3102,38626.8,0.080306936,3102,1872,286,13,609,51,119,152,729,50,9
6037269907,Census Tract 2699.07,"Census Tract 2699.07, Los Angeles County, California",6,37,269907,2825,2825,26433.79,0.106870765,2825,1647,369,0,516,0,160,133,552,14,35
6037270100,Census Tract 2701,"Census Tract 2701, Los Angeles County, California",6,37,270100,4583,4583,20752.91,0.220836544,4583,2026,476,74,1203,0,392,412,717,28,41
6037270200,Census Tract 2702,"Census Tract 2702, Los Angeles County, California",6,37,270200,3120,3120,10659.37,0.292700198,3120,2040,214,31,340,0,247,248,1733,154,0
6037270300,Census Tract 2703,"Census Tract 2703, Los Angeles County, California",6,37,270300,2543,2543,6835.593,0.372023345,2543,927,864,1,220,0,447,84,864,7,5
6037271100,Census Tract 2711,"Census Tract 2711, Los Angeles County, California",6,37,271100,2500,2500,8049.721,0.310569779,2500,1647,33,0,543,6,145,126,486,13,0
6037271200,Census Tract 2712,"Census Tract 2712, Los Angeles County, California",6,37,271200,2734,2734,13501.35,0.202498236,2734,1623,110,0,608,0,217,176,790,28,31
6037271300,Census Tract 2713,"Census Tract 2713, Los Angeles County, California",6,37,271300,4075,4075,7216.321,0.564692192,4075,2924,1,84,747,0,197,122,598,0,21
6037271400,Census Tract 2714,"Census Tract 2714, Los Angeles County, California",6,37,271400,3753,3753,8459.402,0.443648388,3753,2940,65,14,406,18,85,225,470,101,0
6037271500,Census Tract 2715,"Census Tract 2715, Los Angeles County, California",6,37,271500,3192,3192,9084.122,0.351382323,3192,2393,170,0,436,39,47,107,446,16,0
6037271600,Census Tract 2716,"Census Tract 2716, Los Angeles County, California",6,37,271600,4694,4694,13491.59,0.347920531,4694,2687,172,24,1423,0,46,342,548,46,0
6037271701,Census Tract 2717.01,"Census Tract 2717.01, Los Angeles County, California",6,37,271701,5777,5777,15006.5,0.384966648,5777,3372,729,18,1358,0,119,181,905,0,31
6037271702,Census Tract 2717.02,"Census Tract 2717.02, Los Angeles County, California",6,37,271702,3999,3999,14844.43,0.269393912,3999,1625,187,69,1597,23,295,203,565,25,93
6037271801,Census Tract 2718.01,"Census Tract 2718.01, Los Angeles County, California",6,37,271801,3300,3300,17808.84,0.185301245,3300,1743,155,0,937,0,339,126,925,17,10
6037271802,Census Tract 2718.02,"Census Tract 2718.02, Los Angeles County, California",6,37,271802,5720,5720,25657.44,0.222937326,5720,3215,354,0,1362,0,578,211,1628,47,51
6037271901,Census Tract 2719.01,"Census Tract 2719.01, Los Angeles County, California",6,37,271901,3267,3267,13279.99,0.246009248,3267,1745,319,138,657,0,267,141,845,38,24
6037271902,Census Tract 2719.02,"Census Tract 2719.02, Los Angeles County, California",6,37,271902,4030,4030,11293.7,0.356836016,4030,2445,148,222,538,0,499,178,1079,22,40
6037272100,Census Tract 2721,"Census Tract 2721, Los Angeles County, California",6,37,272100,4678,4678,10102.61,0.463048477,4678,3618,33,177,293,20,200,337,1327,70,0
6037272201,Census Tract 2722.01,"Census Tract 2722.01, Los Angeles County, California",6,37,272201,2736,2736,27254.33,0.100387724,2736,1356,170,225,252,0,567,166,1231,88,25
6037272202,Census Tract 2722.02,"Census Tract 2722.02, Los Angeles County, California",6,37,272202,3549,3549,29691.41,0.119529511,3549,2060,133,134,304,26,611,281,1457,55,0
6037272301,Census Tract 2723.01,"Census Tract 2723.01, Los Angeles County, California",6,37,272301,3097,3097,13279.62,0.233214594,3097,1940,121,113,466,4,136,317,926,166,14
6037272302,Census Tract 2723.02,"Census Tract 2723.02, Los Angeles County, California",6,37,272302,4423,4423,22678.17,0.195033336,4423,2084,176,312,377,0,1360,114,2285,41,16
6037273100,Census Tract 2731,"Census Tract 2731, Los Angeles County, California",6,37,273100,2564,2564,5650.107,0.453796697,2564,2177,39,6,138,0,95,109,529,39,5
6037273200,Census Tract 2732,"Census Tract 2732, Los Angeles County, California",6,37,273200,3271,3271,13197.76,0.247845164,3271,2321,239,203,38,0,302,168,1203,57,0
6037273300,Census Tract 2733,"Census Tract 2733, Los Angeles County, California",6,37,273300,3232,3232,14637.08,0.220809131,3232,2278,505,0,53,0,219,177,804,54,0
6037273402,Census Tract 2734.02,"Census Tract 2734.02, Los Angeles County, California",6,37,273402,2996,2996,12461.4,0.240422349,2996,2719,127,0,86,0,12,52,329,9,52
6037273502,Census Tract 2735.02,"Census Tract 2735.02, Los Angeles County, California",6,37,273502,2892,2892,12629.06,0.228995656,2892,2416,191,18,50,0,27,190,325,48,0
6037273600,Census Tract 2736,"Census Tract 2736, Los Angeles County, California",6,37,273600,2251,2251,9904.259,0.227275956,2251,2021,73,0,43,19,27,68,312,18,0
6037273700,Census Tract 2737,"Census Tract 2737, Los Angeles County, California",6,37,273700,2953,2953,11078.7,0.266547567,2953,2402,153,0,89,0,138,171,644,9,0
6037273800,Census Tract 2738,"Census Tract 2738, Los Angeles County, California",6,37,273800,3072,3072,10728.42,0.286342253,3072,2485,130,11,231,0,116,99,607,37,14
6037273902,Census Tract 2739.02,"Census Tract 2739.02, Los Angeles County, California",6,37,273902,4061,4061,11629.13,0.34920934,4061,3659,107,0,104,0,29,162,461,14,0
6037274100,Census Tract 2741,"Census Tract 2741, Los Angeles County, California",6,37,274100,4441,4441,18314.19,0.24248954,4441,3158,574,0,411,0,88,210,230,0,0
6037274202,Census Tract 2742.02,"Census Tract 2742.02, Los Angeles County, California",6,37,274202,4416,4416,12154.67,0.363317127,4416,3520,72,0,342,0,334,148,382,17,107
6037275101,Census Tract 2751.01,"Census Tract 2751.01, Los Angeles County, California",6,37,275101,1179,1179,9133.506,0.129085154,1179,651,28,0,368,0,70,62,307,9,25
6037275102,Census Tract 2751.02,"Census Tract 2751.02, Los Angeles County, California",6,37,275102,4109,4109,17442.58,0.235572906,4109,2710,225,1,253,0,662,258,2592,140,0
6037275200,Census Tract 2752,"Census Tract 2752, Los Angeles County, California",6,37,275200,3826,3826,21409.21,0.178708164,3826,1758,208,436,761,0,392,271,1437,44,22
6037275302,Census Tract 2753.02,"Census Tract 2753.02, Los Angeles County, California",6,37,275302,4705,4705,6949.528,0.677024372,4705,3211,284,0,708,46,160,296,435,56,23
