FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037408724,Census Tract 4087.24,"Census Tract 4087.24, Los Angeles County, California",6,37,408724,5488,5488,26638.31,0.206019101,5488,1166,77,54,2267,0,1839,85,2782,24,74
6037408800,Census Tract 4088,"Census Tract 4088, Los Angeles County, California",6,37,408800,4111,4111,5942.581,0.691786989,4111,2134,409,8,373,0,1071,116,2548,8,0
6037430002,Census Tract 4300.02,"Census Tract 4300.02, Los Angeles County, California",6,37,430002,6711,6711,8100.34,0.828483761,6711,3849,651,35,1396,0,554,226,2819,130,21
6037430003,Census Tract 4300.03,"Census Tract 4300.03, Los Angeles County, California",6,37,430003,4849,4849,1052.275,4.608112856,4849,2862,199,121,1013,0,276,378,1638,129,37
6037430101,Census Tract 4301.01,"Census Tract 4301.01, Los Angeles County, California",6,37,430101,5304,5304,6910.842,0.767489656,5304,3264,416,13,757,9,584,261,2674,165,17
6037430102,Census Tract 4301.02,"Census Tract 4301.02, Los Angeles County, California",6,37,430102,4849,4849,9703.987,0.499691504,4849,2254,245,26,524,0,1090,710,3703,702,26
6037430200,Census Tract 4302,"Census Tract 4302, Los Angeles County, California",6,37,430200,1092,1092,549.9132,1.985767888,1092,677,8,0,378,0,13,16,135,8,4
6037430301,Census Tract 4303.01,"Census Tract 4303.01, Los Angeles County, California",6,37,430301,4386,4386,465.7078,9.417923172,4386,3256,263,15,553,0,75,224,776,101,0
6037430302,Census Tract 4303.02,"Census Tract 4303.02, Los Angeles County, California",6,37,430302,5699,5699,7618.838,0.748014277,5699,3860,195,86,479,16,520,543,1859,171,87
6037430400,Census Tract 4304,"Census Tract 4304, Los Angeles County, California",6,37,430400,4729,4729,3407.165,1.387957396,4729,1954,186,0,2447,0,0,142,510,33,50
6037430501,Census Tract 4305.01,"Census Tract 4305.01, Los Angeles County, California",6,37,430501,3800,3800,2092.224,1.816249342,3800,2782,56,7,561,21,169,204,360,0,47
6037430502,Census Tract 4305.02,"Census Tract 4305.02, Los Angeles County, California",6,37,430502,7206,7206,6341.852,1.136261249,7206,5868,88,17,797,0,60,376,1412,216,5
6037430600,Census Tract 4306,"Census Tract 4306, Los Angeles County, California",6,37,430600,4456,4456,3111.613,1.432054898,4456,1601,56,0,2377,0,174,248,463,0,110
6037430701,Census Tract 4307.01,"Census Tract 4307.01, Los Angeles County, California",6,37,430701,5641,5641,4906.338,1.149737373,5641,2102,118,0,3154,0,127,140,692,0,27
6037430721,Census Tract 4307.21,"Census Tract 4307.21, Los Angeles County, California",6,37,430721,3519,3519,2237.37,1.572828909,3519,1054,29,0,2048,0,307,81,471,20,57
6037430723,Census Tract 4307.23,"Census Tract 4307.23, Los Angeles County, California",6,37,430723,4274,4274,22758.52,0.187797781,4274,1379,97,0,2295,0,306,197,472,0,49
6037430724,Census Tract 4307.24,"Census Tract 4307.24, Los Angeles County, California",6,37,430724,4836,4836,21598.83,0.223901037,4836,1268,91,0,3138,0,176,163,628,35,71
6037430801,Census Tract 4308.01,"Census Tract 4308.01, Los Angeles County, California",6,37,430801,6792,6792,10319.87,0.658147837,6792,1740,114,0,4281,15,229,413,884,19,0
6037430802,Census Tract 4308.02,"Census Tract 4308.02, Los Angeles County, California",6,37,430802,4534,4534,6329.322,0.716348493,4534,969,11,27,3399,0,23,105,398,44,131
6037430803,Census Tract 4308.03,"Census Tract 4308.03, Los Angeles County, California",6,37,430803,5515,5515,6268.158,0.879843845,5515,1660,0,0,3379,0,310,166,731,90,24
6037430901,Census Tract 4309.01,"Census Tract 4309.01, Los Angeles County, California",6,37,430901,4597,4597,10224.87,0.449590114,4597,2868,425,0,715,0,312,277,2264,133,44
6037430902,Census Tract 4309.02,"Census Tract 4309.02, Los Angeles County, California",6,37,430902,4743,4743,10403.66,0.455897093,4743,2463,304,0,1230,67,534,145,1919,43,0
6037431001,Census Tract 4310.01,"Census Tract 4310.01, Los Angeles County, California",6,37,431001,7412,7412,10904.86,0.679696972,7412,5266,105,0,630,0,853,558,3808,213,36
6037431002,Census Tract 4310.02,"Census Tract 4310.02, Los Angeles County, California",6,37,431002,3120,3120,5930.883,0.526059966,3120,2307,131,0,294,68,126,194,798,65,0
6037431100,Census Tract 4311,"Census Tract 4311, Los Angeles County, California",6,37,431100,7087,7087,6086.917,1.164300375,7087,3860,784,74,978,65,1113,213,4213,53,0
6037431200,Census Tract 4312,"Census Tract 4312, Los Angeles County, California",6,37,431200,6428,6428,11237.6,0.572008442,6428,3247,646,75,689,0,1154,617,4420,488,83
6037431300,Census Tract 4313,"Census Tract 4313, Los Angeles County, California",6,37,431300,2722,2722,8665.83,0.314107247,2722,1677,22,6,597,138,179,103,882,44,18
6037431400,Census Tract 4314,"Census Tract 4314, Los Angeles County, California",6,37,431400,4234,4234,6893.804,0.61417466,4234,1048,18,45,2184,41,769,129,1114,50,71
6037431501,Census Tract 4315.01,"Census Tract 4315.01, Los Angeles County, California",6,37,431501,4718,4718,11824.91,0.398988335,4718,1310,143,40,2024,0,1138,63,1687,42,68
6037431502,Census Tract 4315.02,"Census Tract 4315.02, Los Angeles County, California",6,37,431502,4387,4387,6739.855,0.650904174,4387,1802,15,5,1939,0,545,81,1197,0,87
6037431600,Census Tract 4316,"Census Tract 4316, Los Angeles County, California",6,37,431600,4246,4246,5337.924,0.795440365,4246,996,56,18,2788,0,227,161,393,23,31
6037431700,Census Tract 4317,"Census Tract 4317, Los Angeles County, California",6,37,431700,6425,6425,5257.354,1.222097554,6425,1083,61,122,4547,0,574,38,785,14,89
6037431800,Census Tract 4318,"Census Tract 4318, Los Angeles County, California",6,37,431800,5959,5959,10407.82,0.572550529,5959,1783,120,0,3669,30,115,242,649,52,113
6037431900,Census Tract 4319,"Census Tract 4319, Los Angeles County, California",6,37,431900,4422,4422,10712.33,0.412795349,4422,976,85,0,2521,0,652,188,1163,135,77
6037432000,Census Tract 4320,"Census Tract 4320, Los Angeles County, California",6,37,432000,7822,7822,9050.307,0.864280066,7822,1641,30,22,4930,95,1034,70,1460,43,145
6037432101,Census Tract 4321.01,"Census Tract 4321.01, Los Angeles County, California",6,37,432101,4072,4072,8995.568,0.452667348,4072,1249,1,71,2561,0,49,141,698,50,207
6037432102,Census Tract 4321.02,"Census Tract 4321.02, Los Angeles County, California",6,37,432102,5751,5751,7934.904,0.72477247,5751,1480,35,22,3388,41,623,162,1237,84,107
6037432201,Census Tract 4322.01,"Census Tract 4322.01, Los Angeles County, California",6,37,432201,4409,4409,9913.763,0.444735265,4409,742,10,0,2943,10,435,269,1004,171,153
6037432202,Census Tract 4322.02,"Census Tract 4322.02, Los Angeles County, California",6,37,432202,4245,4245,7953.68,0.533715214,4245,655,12,0,2451,0,1101,26,1468,0,435
6037432300,Census Tract 4323,"Census Tract 4323, Los Angeles County, California",6,37,432300,4120,4120,5468.809,0.753363336,4120,1167,0,16,1829,238,715,155,1696,119,219
6037432401,Census Tract 4324.01,"Census Tract 4324.01, Los Angeles County, California",6,37,432401,3691,3691,9110.047,0.40515709,3691,1444,3,13,1395,5,487,344,2112,336,123
6037432402,Census Tract 4324.02,"Census Tract 4324.02, Los Angeles County, California",6,37,432402,7182,7182,12444.84,0.577106535,7182,2502,68,20,2536,2,1933,121,3995,105,69
6037432500,Census Tract 4325,"Census Tract 4325, Los Angeles County, California",6,37,432500,8499,8499,8428.658,1.008345599,8499,3561,73,0,3176,64,1496,129,4125,93,65
6037432601,Census Tract 4326.01,"Census Tract 4326.01, Los Angeles County, California",6,37,432601,7281,7281,13423.1,0.542422976,7281,2852,48,16,2815,0,1238,312,4075,276,139
6037432602,Census Tract 4326.02,"Census Tract 4326.02, Los Angeles County, California",6,37,432602,4940,4940,12019.41,0.411001904,4940,1568,18,0,2079,8,1219,48,2666,0,150
6037432700,Census Tract 4327,"Census Tract 4327, Los Angeles County, California",6,37,432700,5853,5853,8303.727,0.70486427,5853,3047,0,44,1145,0,1360,257,4438,257,30
6037432801,Census Tract 4328.01,"Census Tract 4328.01, Los Angeles County, California",6,37,432801,2671,2671,8740.231,0.305598327,2671,885,5,0,1060,0,539,182,1518,182,31
6037432802,Census Tract 4328.02,"Census Tract 4328.02, Los Angeles County, California",6,37,432802,5242,5242,22942.09,0.228488317,5242,2486,29,0,1166,78,1346,137,3807,71,0
6037432901,Census Tract 4329.01,"Census Tract 4329.01, Los Angeles County, California",6,37,432901,3938,3938,8988.773,0.43810203,3938,533,17,9,2651,0,665,63,1082,17,171
6037432902,Census Tract 4329.02,"Census Tract 4329.02, Los Angeles County, California",6,37,432902,3380,3380,8075.964,0.418525877,3380,625,11,13,1967,0,727,37,1180,26,176
6037433101,Census Tract 4331.01,"Census Tract 4331.01, Los Angeles County, California",6,37,433101,2360,2360,4101.509,0.575398033,2360,902,1,10,1110,0,321,16,1195,7,152
6037433102,Census Tract 4331.02,"Census Tract 4331.02, Los Angeles County, California",6,37,433102,4536,4536,17795.91,0.254889984,4536,1498,0,0,1972,75,991,0,2482,0,10
6037433200,Census Tract 4332,"Census Tract 4332, Los Angeles County, California",6,37,433200,6270,6270,9150.545,0.685205105,6270,2454,35,0,2017,0,1696,68,3983,55,281
6037433302,Census Tract 4333.02,"Census Tract 4333.02, Los Angeles County, California",6,37,433302,1573,1573,4746.038,0.331434354,1573,711,43,0,217,0,598,4,1261,0,16
6037433304,Census Tract 4333.04,"Census Tract 4333.04, Los Angeles County, California",6,37,433304,5505,5505,18055.75,0.304889057,5505,2359,43,230,1379,0,1104,390,3809,284,0
6037433305,Census Tract 4333.05,"Census Tract 4333.05, Los Angeles County, California",6,37,433305,4680,4680,23678.18,0.197650337,4680,2069,18,89,1247,24,1064,169,3335,156,37
6037433306,Census Tract 4333.06,"Census Tract 4333.06, Los Angeles County, California",6,37,433306,3322,3322,19810.41,0.16768958,3322,1628,39,20,867,62,669,37,2283,37,0
6037433307,Census Tract 4333.07,"Census Tract 4333.07, Los Angeles County, California",6,37,433307,3207,3207,19309.76,0.166081851,3207,1453,4,29,965,0,618,138,2108,83,30
6037433401,Census Tract 4334.01,"Census Tract 4334.01, Los Angeles County, California",6,37,433401,3224,3224,16564.61,0.19463179,3224,1514,12,31,887,11,725,44,2224,29,39
6037433402,Census Tract 4334.02,"Census Tract 4334.02, Los Angeles County, California",6,37,433402,4502,4502,20400.42,0.220681717,4502,2052,14,34,670,73,1390,269,3458,137,0
6037433403,Census Tract 4334.03,"Census Tract 4334.03, Los Angeles County, California",6,37,433403,4669,4669,17109.41,0.27289084,4669,2257,22,0,667,21,1702,0,3939,0,25
6037433501,Census Tract 4335.01,"Census Tract 4335.01, Los Angeles County, California",6,37,433501,1870,1870,4134.532,0.452288196,1870,1005,0,0,112,0,727,26,1714,26,0
6037433503,Census Tract 4335.03,"Census Tract 4335.03, Los Angeles County, California",6,37,433503,3130,3130,10220.07,0.306260106,3130,1668,0,0,745,0,712,5,2328,5,35
6037433504,Census Tract 4335.04,"Census Tract 4335.04, Los Angeles County, California",6,37,433504,4932,4932,13942.07,0.353749515,4932,2000,88,0,955,0,1800,89,3871,42,37
6037433601,Census Tract 4336.01,"Census Tract 4336.01, Los Angeles County, California",6,37,433601,5277,5277,12170.53,0.433588495,5277,740,0,0,3398,0,1129,10,1654,0,170
6037433602,Census Tract 4336.02,"Census Tract 4336.02, Los Angeles County, California",6,37,433602,2965,2965,8283.059,0.357959574,2965,269,0,0,1844,0,736,116,1018,109,76
6037433700,Census Tract 4337,"Census Tract 4337, Los Angeles County, California",6,37,433700,3829,3829,3168.017,1.208642666,3829,2309,0,65,473,0,928,54,3232,49,3
6037433801,Census Tract 4338.01,"Census Tract 4338.01, Los Angeles County, California",6,37,433801,6513,6513,10735.65,0.606670378,6513,4062,12,152,465,0,1697,125,5943,125,38
6037433802,Census Tract 4338.02,"Census Tract 4338.02, Los Angeles County, California",6,37,433802,3479,3479,1533.481,2.268695067,3479,1975,55,34,623,0,718,74,2561,74,0
6037433901,Census Tract 4339.01,"Census Tract 4339.01, Los Angeles County, California",6,37,433901,5946,5946,21361.42,0.278352255,5946,3213,48,192,1163,7,1145,178,4637,178,0
6037433902,Census Tract 4339.02,"Census Tract 4339.02, Los Angeles County, California",6,37,433902,3287,3287,11643.08,0.282313663,3287,1933,0,72,394,0,869,19,2746,19,11
6037434001,Census Tract 4340.01,"Census Tract 4340.01, Los Angeles County, California",6,37,434001,4284,4284,10040.58,0.426668386,4284,2386,7,49,738,0,1046,58,3418,58,23
6037434003,Census Tract 4340.03,"Census Tract 4340.03, Los Angeles County, California",6,37,434003,4532,4532,11981.79,0.378240749,4532,2712,15,7,689,0,1057,52,3667,52,71
6037434004,Census Tract 4340.04,"Census Tract 4340.04, Los Angeles County, California",6,37,434004,2948,2948,11156.34,0.264244468,2948,1729,0,27,160,0,941,91,2740,91,38
6037460000,Census Tract 4600,"Census Tract 4600, Los Angeles County, California",6,37,460000,4613,4613,1767.709,2.609592786,4613,3253,177,9,946,0,73,155,667,43,103
6037460100,Census Tract 4601,"Census Tract 4601, Los Angeles County, California",6,37,460100,6281,6281,2874.335,2.185201244,6281,4359,682,21,469,0,121,629,892,120,2
6037460200,Census Tract 4602,"Census Tract 4602, Los Angeles County, California",6,37,460200,5840,5840,4716.461,1.238216548,5840,2148,2139,0,492,48,591,422,877,131,0
6037460301,Census Tract 4603.01,"Census Tract 4603.01, Los Angeles County, California",6,37,460301,4600,4600,2460.52,1.869523334,4600,2115,1688,44,329,0,198,226,781,61,10
6037460302,Census Tract 4603.02,"Census Tract 4603.02, Los Angeles County, California",6,37,460302,4381,4381,8656.511,0.506093078,4381,2212,1258,0,203,0,578,130,1921,28,0
6037460401,Census Tract 4604.01,"Census Tract 4604.01, Los Angeles County, California",6,37,460401,903,903,439.4593,2.054797937,903,331,257,0,56,15,199,45,263,0,3
6037460501,Census Tract 4605.01,"Census Tract 4605.01, Los Angeles County, California",6,37,460501,5719,5719,1966.809,2.907755557,5719,3164,0,0,2017,0,82,456,407,179,37
6037460502,Census Tract 4605.02,"Census Tract 4605.02, Los Angeles County, California",6,37,460502,4406,4406,4365.238,1.009337881,4406,2398,2,0,1622,0,103,281,585,159,155
6037460600,Census Tract 4606,"Census Tract 4606, Los Angeles County, California",6,37,460600,4573,4573,2799.745,1.63336278,4573,3210,0,0,1003,0,74,286,248,83,109
6037460700,Census Tract 4607,"Census Tract 4607, Los Angeles County, California",6,37,460700,4988,4988,1737.181,2.871319095,4988,3286,124,0,1275,0,104,199,402,0,0
6037460800,Census Tract 4608,"Census Tract 4608, Los Angeles County, California",6,37,460800,2989,2989,1156.073,2.585476458,2989,2280,209,16,409,0,43,32,407,0,0
6037460900,Census Tract 4609,"Census Tract 4609, Los Angeles County, California",6,37,460900,7180,7180,7642.95,0.939427905,7180,2299,1603,0,441,0,2437,400,4381,261,9
6037461000,Census Tract 4610,"Census Tract 4610, Los Angeles County, California",6,37,461000,6416,6416,9089.745,0.705850375,6416,2050,1999,115,348,0,1707,197,3419,105,0
6037461100,Census Tract 4611,"Census Tract 4611, Los Angeles County, California",6,37,461100,5238,5238,6957.97,0.752805805,5238,2124,1147,0,202,0,1615,150,2514,19,0
6037461200,Census Tract 4612,"Census Tract 4612, Los Angeles County, California",6,37,461200,4578,4578,4824.621,0.948882775,4578,3606,425,8,195,0,200,144,804,10,0
6037461300,Census Tract 4613,"Census Tract 4613, Los Angeles County, California",6,37,461300,7055,7055,9375.064,0.752528197,7055,5069,304,0,730,3,656,293,1334,0,0
6037461400,Census Tract 4614,"Census Tract 4614, Los Angeles County, California",6,37,461400,3145,3145,8014.452,0.392416104,3145,2151,217,9,256,0,233,279,996,44,0
6037461501,Census Tract 4615.01,"Census Tract 4615.01, Los Angeles County, California",6,37,461501,4074,4074,10508.88,0.387672066,4074,2090,575,0,450,0,744,215,2064,123,12
6037461502,Census Tract 4615.02,"Census Tract 4615.02, Los Angeles County, California",6,37,461502,6461,6461,14271.19,0.452730283,6461,2733,1301,0,461,37,1586,343,3398,271,0
6037461600,Census Tract 4616,"Census Tract 4616, Los Angeles County, California",6,37,461600,6224,6224,9771.715,0.636940403,6224,2315,1081,23,506,0,2099,200,3788,79,18
6037461700,Census Tract 4617,"Census Tract 4617, Los Angeles County, California",6,37,461700,1510,1510,1790.43,0.843373019,1510,1024,159,0,196,0,75,56,262,1,7
6037461901,Census Tract 4619.01,"Census Tract 4619.01, Los Angeles County, California",6,37,461901,5387,5387,15877.06,0.339294622,5387,2038,743,26,378,0,2044,158,3423,70,74
6037461902,Census Tract 4619.02,"Census Tract 4619.02, Los Angeles County, California",6,37,461902,1810,1810,5612.055,0.322520027,1810,890,365,0,370,0,113,72,329,0,22
6037462001,Census Tract 4620.01,"Census Tract 4620.01, Los Angeles County, California",6,37,462001,4103,4103,20767.24,0.1975708,4103,1147,512,0,237,96,1989,122,2831,100,0
6037462002,Census Tract 4620.02,"Census Tract 4620.02, Los Angeles County, California",6,37,462002,4161,4161,21067.85,0.197504776,4161,802,585,26,67,19,2553,109,3140,66,0
6037462100,Census Tract 4621,"Census Tract 4621, Los Angeles County, California",6,37,462100,5726,5726,14206.34,0.403059396,5726,2476,539,69,433,0,1915,294,3479,174,6
6037462201,Census Tract 4622.01,"Census Tract 4622.01, Los Angeles County, California",6,37,462201,3825,3825,18453.53,0.207277408,3825,1951,392,85,639,14,578,166,1127,87,0
6037462202,Census Tract 4622.02,"Census Tract 4622.02, Los Angeles County, California",6,37,462202,2785,2785,12693.38,0.21940565,2785,1435,122,0,999,0,195,34,367,9,12
6037462301,Census Tract 4623.01,"Census Tract 4623.01, Los Angeles County, California",6,37,462301,4958,4958,20302.94,0.244201131,4958,2248,467,30,392,0,1639,182,2992,90,0
6037462302,Census Tract 4623.02,"Census Tract 4623.02, Los Angeles County, California",6,37,462302,3253,3253,12019.42,0.270645269,3253,1338,258,0,909,0,417,331,926,81,25
6037462400,Census Tract 4624,"Census Tract 4624, Los Angeles County, California",6,37,462400,3865,3865,7667.875,0.504050984,3865,2585,258,2,314,31,423,252,1147,97,18
6037462500,Census Tract 4625,"Census Tract 4625, Los Angeles County, California",6,37,462500,6549,6549,7000.837,0.935459547,6549,4704,242,0,1271,0,92,240,1119,0,108
6037462600,Census Tract 4626,"Census Tract 4626, Los Angeles County, California",6,37,462600,2259,2259,5579.47,0.404877165,2259,1647,162,7,314,0,66,63,484,22,9
6037462700,Census Tract 4627,"Census Tract 4627, Los Angeles County, California",6,37,462700,5306,5306,8201.761,0.646934272,5306,2644,155,0,1011,0,1214,282,2354,102,0
6037462800,Census Tract 4628,"Census Tract 4628, Los Angeles County, California",6,37,462800,2930,2930,6737.742,0.434863791,2930,1408,349,0,647,11,403,112,938,43,37
6037462900,Census Tract 4629,"Census Tract 4629, Los Angeles County, California",6,37,462900,3795,3795,4149.509,0.914566013,3795,2565,133,0,679,0,245,173,1134,36,107
6037463000,Census Tract 4630,"Census Tract 4630, Los Angeles County, California",6,37,463000,2364,2364,3370.192,0.70144379,2364,1393,161,0,647,0,76,87,348,6,56
6037463101,Census Tract 4631.01,"Census Tract 4631.01, Los Angeles County, California",6,37,463101,2390,2390,5451.593,0.438403962,2390,966,102,18,803,0,288,213,781,111,16
6037463102,Census Tract 4631.02,"Census Tract 4631.02, Los Angeles County, California",6,37,463102,3687,3687,3815.679,0.966276292,3687,2037,37,25,909,8,491,180,1537,84,43
6037463200,Census Tract 4632,"Census Tract 4632, Los Angeles County, California",6,37,463200,3435,3435,5463.875,0.628674727,3435,1641,260,8,989,8,395,134,735,54,12
6037463300,Census Tract 4633,"Census Tract 4633, Los Angeles County, California",6,37,463300,1932,1932,7573.81,0.255089599,1932,1081,114,0,470,0,179,88,367,56,41
6037463400,Census Tract 4634,"Census Tract 4634, Los Angeles County, California",6,37,463400,5936,5936,7971.198,0.744681056,5936,2609,407,12,2014,25,597,272,979,0,14
6037463500,Census Tract 4635,"Census Tract 4635, Los Angeles County, California",6,37,463500,5917,5917,9111.201,0.649420383,5917,3595,362,23,1558,8,184,187,604,10,47
6037463601,Census Tract 4636.01,"Census Tract 4636.01, Los Angeles County, California",6,37,463601,5937,5937,16567.25,0.358357645,5937,3003,212,0,1890,33,485,314,1214,149,0
6037463602,Census Tract 4636.02,"Census Tract 4636.02, Los Angeles County, California",6,37,463602,5915,5915,16515.71,0.358143744,5915,3017,459,37,1864,0,202,336,1236,195,68
6037463700,Census Tract 4637,"Census Tract 4637, Los Angeles County, California",6,37,463700,2884,2884,4329.379,0.66614633,2884,1879,232,0,485,0,140,148,333,32,9
6037463800,Census Tract 4638,"Census Tract 4638, Los Angeles County, California",6,37,463800,4064,4064,3701.637,1.097892732,4064,2860,86,16,661,0,142,299,501,5,110
6037463900,Census Tract 4639,"Census Tract 4639, Los Angeles County, California",6,37,463900,3188,3188,4407.594,0.723297174,3188,2118,245,0,390,0,290,145,574,35,0
6037464000,Census Tract 4640,"Census Tract 4640, Los Angeles County, California",6,37,464000,5722,5722,4715.8,1.213367784,5722,3245,611,0,1485,0,80,301,901,56,242
6037464100,Census Tract 4641,"Census Tract 4641, Los Angeles County, California",6,37,464100,7214,7214,2984.09,2.417487262,7214,2506,55,0,4216,47,141,249,306,18,90
6037464200,Census Tract 4642,"Census Tract 4642, Los Angeles County, California",6,37,464200,6071,6071,4504.408,1.347790801,6071,1736,210,0,3682,0,224,219,261,0,122
6037480002,Census Tract 4800.02,"Census Tract 4800.02, Los Angeles County, California",6,37,480002,3498,3498,6666.415,0.524719806,3498,1333,60,11,1719,0,272,103,614,0,88
6037480011,Census Tract 4800.11,"Census Tract 4800.11, Los Angeles County, California",6,37,480011,5385,5385,12781.4,0.421315466,5385,1459,59,34,2315,7,1430,81,2025,21,27
6037480012,Census Tract 4800.12,"Census Tract 4800.12, Los Angeles County, California",6,37,480012,4871,4871,9834.054,0.495319669,4871,1220,59,0,2999,0,477,116,882,70,37
6037480101,Census Tract 4801.01,"Census Tract 4801.01, Los Angeles County, California",6,37,480101,3965,3965,9033.366,0.438928288,3965,657,4,13,2810,0,301,180,411,0,94
6037480102,Census Tract 4801.02,"Census Tract 4801.02, Los Angeles County, California",6,37,480102,4740,4740,9993.954,0.474286753,4740,1422,95,80,2754,0,275,114,1168,20,117
6037480201,Census Tract 4802.01,"Census Tract 4802.01, Los Angeles County, California",6,37,480201,3921,3921,6637.214,0.59075988,3921,1878,69,0,1434,0,331,209,822,113,21
6037480202,Census Tract 4802.02,"Census Tract 4802.02, Los Angeles County, California",6,37,480202,2614,2614,4461.947,0.585842869,2614,923,53,37,1092,0,359,150,639,63,5
6037480302,Census Tract 4803.02,"Census Tract 4803.02, Los Angeles County, California",6,37,480302,4593,4593,11324.32,0.405587207,4593,1651,177,63,2048,12,484,158,1370,30,19
6037480303,Census Tract 4803.03,"Census Tract 4803.03, Los Angeles County, California",6,37,480303,3850,3850,22078.76,0.174375711,3850,877,121,94,1599,5,1067,87,1754,31,191
6037480304,Census Tract 4803.04,"Census Tract 4803.04, Los Angeles County, California",6,37,480304,4459,4459,26449.21,0.168587268,4459,637,79,56,2582,0,994,111,1446,60,88
6037480400,Census Tract 4804,"Census Tract 4804, Los Angeles County, California",6,37,480400,5321,5321,10720.22,0.496351721,5321,1733,223,25,2408,0,580,352,1476,31,93
6037480500,Census Tract 4805,"Census Tract 4805, Los Angeles County, California",6,37,480500,5053,5053,6199.281,0.81509451,5053,3218,3,0,1264,0,283,285,912,77,29
6037480600,Census Tract 4806,"Census Tract 4806, Los Angeles County, California",6,37,480600,7874,7874,8743.503,0.900554366,7874,4708,384,31,1738,0,527,486,1662,55,37
6037480702,Census Tract 4807.02,"Census Tract 4807.02, Los Angeles County, California",6,37,480702,4477,4477,5328.518,0.840196171,4477,2001,221,0,1861,0,209,185,778,97,20
6037480703,Census Tract 4807.03,"Census Tract 4807.03, Los Angeles County, California",6,37,480703,3694,3694,8436.465,0.437861102,3694,2014,148,0,1278,0,110,144,649,0,161
6037480704,Census Tract 4807.04,"Census Tract 4807.04, Los Angeles County, California",6,37,480704,4726,4726,11445.84,0.412901141,4726,2333,39,41,1596,21,275,421,1038,70,23
6037480802,Census Tract 4808.02,"Census Tract 4808.02, Los Angeles County, California",6,37,480802,3277,3277,4953.991,0.661486849,3277,804,3,0,1284,2,1082,102,1755,8,33
6037480803,Census Tract 4808.03,"Census Tract 4808.03, Los Angeles County, California",6,37,480803,3987,3987,9459.707,0.421471837,3987,1383,54,46,1128,0,1144,232,2301,169,144
6037480804,Census Tract 4808.04,"Census Tract 4808.04, Los Angeles County, California",6,37,480804,4988,4988,15408.8,0.323711152,4988,987,118,0,2366,0,1205,312,2096,156,97
6037480901,Census Tract 4809.01,"Census Tract 4809.01, Los Angeles County, California",6,37,480901,5512,5512,15005.18,0.367339926,5512,1040,256,0,2586,0,1528,102,2285,48,18
6037480902,Census Tract 4809.02,"Census Tract 4809.02, Los Angeles County, California",6,37,480902,4263,4263,21190.87,0.201171588,4263,939,80,32,1961,45,1138,68,1927,33,93
6037480903,Census Tract 4809.03,"Census Tract 4809.03, Los Angeles County, California",6,37,480903,3108,3108,10014.2,0.310359353,3108,557,56,0,1930,0,482,83,932,20,196
6037481001,Census Tract 4810.01,"Census Tract 4810.01, Los Angeles County, California",6,37,481001,4259,4259,10509.04,0.405270217,4259,890,30,13,2617,0,661,48,1063,27,25
6037481002,Census Tract 4810.02,"Census Tract 4810.02, Los Angeles County, California",6,37,481002,5408,5408,14986.52,0.360857656,5408,948,43,0,2813,25,1433,146,2166,112,71
6037481101,Census Tract 4811.01,"Census Tract 4811.01, Los Angeles County, California",6,37,481101,4354,4354,12776.12,0.340791926,4354,1102,62,20,1931,19,1164,56,1869,17,36
6037481102,Census Tract 4811.02,"Census Tract 4811.02, Los Angeles County, California",6,37,481102,4025,4025,16947.29,0.2375011,4025,898,62,0,2623,0,308,134,799,109,38
6037481103,Census Tract 4811.03,"Census Tract 4811.03, Los Angeles County, California",6,37,481103,4952,4952,9029.494,0.548424935,4952,723,16,17,2424,0,1730,42,2198,42,79
6037481201,Census Tract 4812.01,"Census Tract 4812.01, Los Angeles County, California",6,37,481201,3651,3651,9190.175,0.397272111,3651,499,0,0,2463,0,644,45,864,0,65
6037481202,Census Tract 4812.02,"Census Tract 4812.02, Los Angeles County, California",6,37,481202,6088,6088,10084.35,0.60370743,6088,1170,20,6,3606,0,1179,107,1868,107,74
6037481300,Census Tract 4813,"Census Tract 4813, Los Angeles County, California",6,37,481300,3334,3334,9629.132,0.346240986,3334,511,14,6,2236,6,561,0,975,0,112
6037481401,Census Tract 4814.01,"Census Tract 4814.01, Los Angeles County, California",6,37,481401,6014,6014,12909.49,0.465858915,6014,613,2,36,4764,0,532,67,927,0,62
6037481402,Census Tract 4814.02,"Census Tract 4814.02, Los Angeles County, California",6,37,481402,7242,7242,10223.47,0.708370077,7242,1346,20,0,5066,0,773,37,1650,37,271
6037481500,Census Tract 4815,"Census Tract 4815, Los Angeles County, California",6,37,481500,4640,4640,5492.296,0.844819744,4640,564,55,0,3534,0,362,125,737,55,95
6037481603,Census Tract 4816.03,"Census Tract 4816.03, Los Angeles County, California",6,37,481603,3418,3418,13500.84,0.253169513,3418,474,178,26,2302,163,229,46,600,28,84
6037481604,Census Tract 4816.04,"Census Tract 4816.04, Los Angeles County, California",6,37,481604,3825,3825,15901.36,0.240545516,3825,969,52,9,2137,0,640,18,1280,0,27
