FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6071010417,"Census Tract 104.17, San Bernardino County, California","Census Tract 104.17, San Bernardino County, California",6,71,10417,3344,1844,1470,976,494
6071010419,"Census Tract 104.19, San Bernardino County, California","Census Tract 104.19, San Bernardino County, California",6,71,10419,4660,2571,1908,1147,761
6071010420,"Census Tract 104.20, San Bernardino County, California","Census Tract 104.20, San Bernardino County, California",6,71,10420,4501,2375,1958,1025,933
6071010421,"Census Tract 104.21, San Bernardino County, California","Census Tract 104.21, San Bernardino County, California",6,71,10421,6020,2885,2317,533,1784
6071010422,"Census Tract 104.22, San Bernardino County, California","Census Tract 104.22, San Bernardino County, California",6,71,10422,1335,739,581,330,251
6071010423,"Census Tract 104.23, San Bernardino County, California","Census Tract 104.23, San Bernardino County, California",6,71,10423,3813,2938,1625,1238,387
6071010424,"Census Tract 104.24, San Bernardino County, California","Census Tract 104.24, San Bernardino County, California",6,71,10424,1557,1811,817,666,151
6071010700,"Census Tract 107, San Bernardino County, California","Census Tract 107, San Bernardino County, California",6,71,10700,4152,2102,1594,730,864
6071010802,"Census Tract 108.02, San Bernardino County, California","Census Tract 108.02, San Bernardino County, California",6,71,10802,4524,3124,1682,1115,567
6071010803,"Census Tract 108.03, San Bernardino County, California","Census Tract 108.03, San Bernardino County, California",6,71,10803,2725,2584,1113,903,210
6071010804,"Census Tract 108.04, San Bernardino County, California","Census Tract 108.04, San Bernardino County, California",6,71,10804,3106,1950,1226,937,289
6071010901,"Census Tract 109.01, San Bernardino County, California","Census Tract 109.01, San Bernardino County, California",6,71,10901,4632,4522,1647,1430,217
6071010902,"Census Tract 109.02, San Bernardino County, California","Census Tract 109.02, San Bernardino County, California",6,71,10902,2859,3973,1067,899,168
6071011001,"Census Tract 110.01, San Bernardino County, California","Census Tract 110.01, San Bernardino County, California",6,71,11001,2194,2571,812,503,309
6071011002,"Census Tract 110.02, San Bernardino County, California","Census Tract 110.02, San Bernardino County, California",6,71,11002,1628,1274,572,406,166
6071011101,"Census Tract 111.01, San Bernardino County, California","Census Tract 111.01, San Bernardino County, California",6,71,11101,3846,2705,1465,1057,408
6071011102,"Census Tract 111.02, San Bernardino County, California","Census Tract 111.02, San Bernardino County, California",6,71,11102,2162,2609,842,629,213
6071011203,"Census Tract 112.03, San Bernardino County, California","Census Tract 112.03, San Bernardino County, California",6,71,11203,1331,2337,639,390,249
6071011204,"Census Tract 112.04, San Bernardino County, California","Census Tract 112.04, San Bernardino County, California",6,71,11204,1562,3110,615,419,196
6071011205,"Census Tract 112.05, San Bernardino County, California","Census Tract 112.05, San Bernardino County, California",6,71,11205,1626,1568,634,172,462
6071011206,"Census Tract 112.06, San Bernardino County, California","Census Tract 112.06, San Bernardino County, California",6,71,11206,597,2718,275,145,130
6071011300,"Census Tract 113, San Bernardino County, California","Census Tract 113, San Bernardino County, California",6,71,11300,1571,2222,713,563,150
6071011401,"Census Tract 114.01, San Bernardino County, California","Census Tract 114.01, San Bernardino County, California",6,71,11401,4046,4555,1623,737,886
6071011403,"Census Tract 114.03, San Bernardino County, California","Census Tract 114.03, San Bernardino County, California",6,71,11403,3204,4251,1333,810,523
6071011404,"Census Tract 114.04, San Bernardino County, California","Census Tract 114.04, San Bernardino County, California",6,71,11404,3874,2540,1486,1188,298
6071011500,"Census Tract 115, San Bernardino County, California","Census Tract 115, San Bernardino County, California",6,71,11500,1698,1690,668,435,233
6071011600,"Census Tract 116, San Bernardino County, California","Census Tract 116, San Bernardino County, California",6,71,11600,7378,3536,2577,1874,703
6071011700,"Census Tract 117, San Bernardino County, California","Census Tract 117, San Bernardino County, California",6,71,11700,1718,787,522,387,135
6071011800,"Census Tract 118, San Bernardino County, California","Census Tract 118, San Bernardino County, California",6,71,11800,6770,2879,2251,1365,886
6071011900,"Census Tract 119, San Bernardino County, California","Census Tract 119, San Bernardino County, California",6,71,11900,3862,1553,1191,768,423
6071012001,"Census Tract 120.01, San Bernardino County, California","Census Tract 120.01, San Bernardino County, California",6,71,12001,6371,2233,1991,1337,654
6071012002,"Census Tract 120.02, San Bernardino County, California","Census Tract 120.02, San Bernardino County, California",6,71,12002,5440,2258,1921,1056,865
6071012101,"Census Tract 121.01, San Bernardino County, California","Census Tract 121.01, San Bernardino County, California",6,71,12101,5724,2224,2057,1290,767
6071012103,"Census Tract 121.03, San Bernardino County, California","Census Tract 121.03, San Bernardino County, California",6,71,12103,4270,1885,1410,1114,296
6071012104,"Census Tract 121.04, San Bernardino County, California","Census Tract 121.04, San Bernardino County, California",6,71,12104,6013,2359,1850,1466,384
6071012200,"Census Tract 122, San Bernardino County, California","Census Tract 122, San Bernardino County, California",6,71,12200,7841,531,531,397,134
6071012300,"Census Tract 123, San Bernardino County, California","Census Tract 123, San Bernardino County, California",6,71,12300,3004,0,0,0,0
6071012400,"Census Tract 124, San Bernardino County, California","Census Tract 124, San Bernardino County, California",6,71,12400,3294,970,854,534,320
6071012500,"Census Tract 125, San Bernardino County, California","Census Tract 125, San Bernardino County, California",6,71,12500,4572,1236,1108,476,632
6071012700,"Census Tract 127, San Bernardino County, California","Census Tract 127, San Bernardino County, California",6,71,12700,4270,1445,1348,1010,338
6071025000,"Census Tract 250, San Bernardino County, California","Census Tract 250, San Bernardino County, California",6,71,25000,9051,2724,2306,27,2279
6071025100,"Census Tract 251, San Bernardino County, California","Census Tract 251, San Bernardino County, California",6,71,25100,1090,2115,516,340,176
6071940100,"Census Tract 9401, San Bernardino County, California","Census Tract 9401, San Bernardino County, California",6,71,940100,1313,1691,725,642,83
6071980100,"Census Tract 9801, San Bernardino County, California","Census Tract 9801, San Bernardino County, California",6,71,980100,0,0,0,0,0
6071980200,"Census Tract 9802, San Bernardino County, California","Census Tract 9802, San Bernardino County, California",6,71,980200,4290,0,0,0,0
6073000100,"Census Tract 1, San Diego County, California","Census Tract 1, San Diego County, California",6,73,100,2710,1376,1212,1079,133
6073000201,"Census Tract 2.01, San Diego County, California","Census Tract 2.01, San Diego County, California",6,73,201,2067,1049,1006,488,518
6073000202,"Census Tract 2.02, San Diego County, California","Census Tract 2.02, San Diego County, California",6,73,202,4599,2365,2247,1023,1224
6073000300,"Census Tract 3, San Diego County, California","Census Tract 3, San Diego County, California",6,73,300,4559,3119,2628,726,1902
6073000400,"Census Tract 4, San Diego County, California","Census Tract 4, San Diego County, California",6,73,400,3626,2335,2295,446,1849
6073000500,"Census Tract 5, San Diego County, California","Census Tract 5, San Diego County, California",6,73,500,2686,1716,1572,488,1084
6073000600,"Census Tract 6, San Diego County, California","Census Tract 6, San Diego County, California",6,73,600,2886,1926,1727,520,1207
6073000700,"Census Tract 7, San Diego County, California","Census Tract 7, San Diego County, California",6,73,700,3877,2401,2232,653,1579
6073000800,"Census Tract 8, San Diego County, California","Census Tract 8, San Diego County, California",6,73,800,3709,2685,2348,721,1627
6073000900,"Census Tract 9, San Diego County, California","Census Tract 9, San Diego County, California",6,73,900,4892,3157,2953,502,2451
6073001000,"Census Tract 10, San Diego County, California","Census Tract 10, San Diego County, California",6,73,1000,5242,2685,2603,531,2072
6073001100,"Census Tract 11, San Diego County, California","Census Tract 11, San Diego County, California",6,73,1100,3297,1787,1660,436,1224
6073001200,"Census Tract 12, San Diego County, California","Census Tract 12, San Diego County, California",6,73,1200,5553,3090,2908,559,2349
6073001300,"Census Tract 13, San Diego County, California","Census Tract 13, San Diego County, California",6,73,1300,6761,3495,3243,410,2833
6073001400,"Census Tract 14, San Diego County, California","Census Tract 14, San Diego County, California",6,73,1400,2859,1625,1513,545,968
6073001500,"Census Tract 15, San Diego County, California","Census Tract 15, San Diego County, California",6,73,1500,3905,1975,1797,643,1154
6073001600,"Census Tract 16, San Diego County, California","Census Tract 16, San Diego County, California",6,73,1600,5893,2488,2305,408,1897
6073001700,"Census Tract 17, San Diego County, California","Census Tract 17, San Diego County, California",6,73,1700,4619,2307,2194,620,1574
6073001800,"Census Tract 18, San Diego County, California","Census Tract 18, San Diego County, California",6,73,1800,5957,2825,2694,487,2207
6073001900,"Census Tract 19, San Diego County, California","Census Tract 19, San Diego County, California",6,73,1900,3052,1529,1467,855,612
6073002001,"Census Tract 20.01, San Diego County, California","Census Tract 20.01, San Diego County, California",6,73,2001,3285,1636,1506,1247,259
6073002002,"Census Tract 20.02, San Diego County, California","Census Tract 20.02, San Diego County, California",6,73,2002,2636,1185,1159,751,408
6073002100,"Census Tract 21, San Diego County, California","Census Tract 21, San Diego County, California",6,73,2100,4464,2603,2292,624,1668
6073002201,"Census Tract 22.01, San Diego County, California","Census Tract 22.01, San Diego County, California",6,73,2201,4265,1316,1270,129,1141
6073002202,"Census Tract 22.02, San Diego County, California","Census Tract 22.02, San Diego County, California",6,73,2202,5079,1779,1618,67,1551
6073002301,"Census Tract 23.01, San Diego County, California","Census Tract 23.01, San Diego County, California",6,73,2301,2964,1259,1156,111,1045
6073002302,"Census Tract 23.02, San Diego County, California","Census Tract 23.02, San Diego County, California",6,73,2302,6276,2275,1987,229,1758
6073002401,"Census Tract 24.01, San Diego County, California","Census Tract 24.01, San Diego County, California",6,73,2401,4778,1657,1572,368,1204
6073002402,"Census Tract 24.02, San Diego County, California","Census Tract 24.02, San Diego County, California",6,73,2402,5061,1595,1492,184,1308
6073002501,"Census Tract 25.01, San Diego County, California","Census Tract 25.01, San Diego County, California",6,73,2501,5602,1534,1439,729,710
6073002502,"Census Tract 25.02, San Diego County, California","Census Tract 25.02, San Diego County, California",6,73,2502,6061,2090,1941,939,1002
6073002601,"Census Tract 26.01, San Diego County, California","Census Tract 26.01, San Diego County, California",6,73,2601,5982,1697,1512,427,1085
6073002602,"Census Tract 26.02, San Diego County, California","Census Tract 26.02, San Diego County, California",6,73,2602,4067,1279,1169,243,926
6073002702,"Census Tract 27.02, San Diego County, California","Census Tract 27.02, San Diego County, California",6,73,2702,4973,2064,1743,664,1079
6073002703,"Census Tract 27.03, San Diego County, California","Census Tract 27.03, San Diego County, California",6,73,2703,7114,2404,2251,1169,1082
6073002705,"Census Tract 27.05, San Diego County, California","Census Tract 27.05, San Diego County, California",6,73,2705,4222,1340,1294,859,435
6073002707,"Census Tract 27.07, San Diego County, California","Census Tract 27.07, San Diego County, California",6,73,2707,5649,1617,1489,122,1367
6073002708,"Census Tract 27.08, San Diego County, California","Census Tract 27.08, San Diego County, California",6,73,2708,6062,2051,1942,60,1882
6073002709,"Census Tract 27.09, San Diego County, California","Census Tract 27.09, San Diego County, California",6,73,2709,3448,1151,1028,230,798
6073002710,"Census Tract 27.10, San Diego County, California","Census Tract 27.10, San Diego County, California",6,73,2710,3913,1214,1096,300,796
6073002711,"Census Tract 27.11, San Diego County, California","Census Tract 27.11, San Diego County, California",6,73,2711,3065,943,846,354,492
6073002712,"Census Tract 27.12, San Diego County, California","Census Tract 27.12, San Diego County, California",6,73,2712,4994,1845,1778,835,943
6073002801,"Census Tract 28.01, San Diego County, California","Census Tract 28.01, San Diego County, California",6,73,2801,2841,1110,800,296,504
6073002803,"Census Tract 28.03, San Diego County, California","Census Tract 28.03, San Diego County, California",6,73,2803,5295,2605,2454,785,1669
6073002804,"Census Tract 28.04, San Diego County, California","Census Tract 28.04, San Diego County, California",6,73,2804,4793,1479,1352,842,510
6073002902,"Census Tract 29.02, San Diego County, California","Census Tract 29.02, San Diego County, California",6,73,2902,6209,2401,2333,854,1479
6073002903,"Census Tract 29.03, San Diego County, California","Census Tract 29.03, San Diego County, California",6,73,2903,4199,1426,1395,879,516
6073002904,"Census Tract 29.04, San Diego County, California","Census Tract 29.04, San Diego County, California",6,73,2904,7614,2190,1914,648,1266
6073002905,"Census Tract 29.05, San Diego County, California","Census Tract 29.05, San Diego County, California",6,73,2905,4313,1760,1467,520,947
6073003001,"Census Tract 30.01, San Diego County, California","Census Tract 30.01, San Diego County, California",6,73,3001,3865,1283,1229,883,346
6073003003,"Census Tract 30.03, San Diego County, California","Census Tract 30.03, San Diego County, California",6,73,3003,5249,1627,1522,1132,390
6073003004,"Census Tract 30.04, San Diego County, California","Census Tract 30.04, San Diego County, California",6,73,3004,5461,1403,1335,680,655
6073003101,"Census Tract 31.01, San Diego County, California","Census Tract 31.01, San Diego County, California",6,73,3101,4002,1115,1033,722,311
6073003103,"Census Tract 31.03, San Diego County, California","Census Tract 31.03, San Diego County, California",6,73,3103,6863,1692,1614,1279,335
6073003105,"Census Tract 31.05, San Diego County, California","Census Tract 31.05, San Diego County, California",6,73,3105,4256,1114,1028,792,236
6073003107,"Census Tract 31.07, San Diego County, California","Census Tract 31.07, San Diego County, California",6,73,3107,6352,1655,1602,1154,448
6073003108,"Census Tract 31.08, San Diego County, California","Census Tract 31.08, San Diego County, California",6,73,3108,3738,1018,992,786,206
6073003109,"Census Tract 31.09, San Diego County, California","Census Tract 31.09, San Diego County, California",6,73,3109,3435,843,829,693,136
6073003111,"Census Tract 31.11, San Diego County, California","Census Tract 31.11, San Diego County, California",6,73,3111,6945,1799,1716,638,1078
6073003112,"Census Tract 31.12, San Diego County, California","Census Tract 31.12, San Diego County, California",6,73,3112,4249,1261,1143,880,263
6073003113,"Census Tract 31.13, San Diego County, California","Census Tract 31.13, San Diego County, California",6,73,3113,4992,1300,1223,989,234
6073003114,"Census Tract 31.14, San Diego County, California","Census Tract 31.14, San Diego County, California",6,73,3114,3544,836,804,668,136
6073003115,"Census Tract 31.15, San Diego County, California","Census Tract 31.15, San Diego County, California",6,73,3115,6891,1817,1774,1084,690
6073003201,"Census Tract 32.01, San Diego County, California","Census Tract 32.01, San Diego County, California",6,73,3201,5625,1511,1428,384,1044
6073003202,"Census Tract 32.02, San Diego County, California","Census Tract 32.02, San Diego County, California",6,73,3202,4821,1384,1311,907,404
6073003204,"Census Tract 32.04, San Diego County, California","Census Tract 32.04, San Diego County, California",6,73,3204,3542,1119,1068,835,233
6073003207,"Census Tract 32.07, San Diego County, California","Census Tract 32.07, San Diego County, California",6,73,3207,7018,2258,2213,1503,710
6073003208,"Census Tract 32.08, San Diego County, California","Census Tract 32.08, San Diego County, California",6,73,3208,6786,2338,2092,1047,1045
6073003209,"Census Tract 32.09, San Diego County, California","Census Tract 32.09, San Diego County, California",6,73,3209,5326,1813,1660,604,1056
6073003211,"Census Tract 32.11, San Diego County, California","Census Tract 32.11, San Diego County, California",6,73,3211,3163,892,852,704,148
6073003212,"Census Tract 32.12, San Diego County, California","Census Tract 32.12, San Diego County, California",6,73,3212,4035,1126,1080,844,236
6073003213,"Census Tract 32.13, San Diego County, California","Census Tract 32.13, San Diego County, California",6,73,3213,4017,1093,995,878,117
6073003214,"Census Tract 32.14, San Diego County, California","Census Tract 32.14, San Diego County, California",6,73,3214,5155,1567,1501,1082,419
6073003301,"Census Tract 33.01, San Diego County, California","Census Tract 33.01, San Diego County, California",6,73,3301,3240,952,932,288,644
6073003303,"Census Tract 33.03, San Diego County, California","Census Tract 33.03, San Diego County, California",6,73,3303,4442,1238,1113,262,851
6073003304,"Census Tract 33.04, San Diego County, California","Census Tract 33.04, San Diego County, California",6,73,3304,3945,1084,977,296,681
6073003305,"Census Tract 33.05, San Diego County, California","Census Tract 33.05, San Diego County, California",6,73,3305,5872,1627,1486,553,933
6073003401,"Census Tract 34.01, San Diego County, California","Census Tract 34.01, San Diego County, California",6,73,3401,6521,2121,2019,1296,723
6073003403,"Census Tract 34.03, San Diego County, California","Census Tract 34.03, San Diego County, California",6,73,3403,4215,1147,1066,429,637
6073003404,"Census Tract 34.04, San Diego County, California","Census Tract 34.04, San Diego County, California",6,73,3404,4815,1151,1115,479,636
6073003501,"Census Tract 35.01, San Diego County, California","Census Tract 35.01, San Diego County, California",6,73,3501,4039,1133,1005,275,730
6073003502,"Census Tract 35.02, San Diego County, California","Census Tract 35.02, San Diego County, California",6,73,3502,5039,1287,1238,440,798
6073003601,"Census Tract 36.01, San Diego County, California","Census Tract 36.01, San Diego County, California",6,73,3601,2924,795,715,270,445
6073003602,"Census Tract 36.02, San Diego County, California","Census Tract 36.02, San Diego County, California",6,73,3602,3588,753,753,283,470
6073003603,"Census Tract 36.03, San Diego County, California","Census Tract 36.03, San Diego County, California",6,73,3603,4404,1102,1039,285,754
6073003800,"Census Tract 38, San Diego County, California","Census Tract 38, San Diego County, California",6,73,3800,7499,24,24,24,0
6073003901,"Census Tract 39.01, San Diego County, California","Census Tract 39.01, San Diego County, California",6,73,3901,4669,1057,958,253,705
6073003902,"Census Tract 39.02, San Diego County, California","Census Tract 39.02, San Diego County, California",6,73,3902,4983,1362,1229,356,873
6073004000,"Census Tract 40, San Diego County, California","Census Tract 40, San Diego County, California",6,73,4000,4710,1308,1179,204,975
6073004100,"Census Tract 41, San Diego County, California","Census Tract 41, San Diego County, California",6,73,4100,6694,2827,2660,498,2162
6073004200,"Census Tract 42, San Diego County, California","Census Tract 42, San Diego County, California",6,73,4200,6119,2511,2335,1666,669
6073004300,"Census Tract 43, San Diego County, California","Census Tract 43, San Diego County, California",6,73,4300,3719,1853,1732,744,988
6073004400,"Census Tract 44, San Diego County, California","Census Tract 44, San Diego County, California",6,73,4400,3983,1870,1789,678,1111
6073004501,"Census Tract 45.01, San Diego County, California","Census Tract 45.01, San Diego County, California",6,73,4501,2783,1463,1256,207,1049
6073004600,"Census Tract 46, San Diego County, California","Census Tract 46, San Diego County, California",6,73,4600,2044,1151,1072,141,931
6073004700,"Census Tract 47, San Diego County, California","Census Tract 47, San Diego County, California",6,73,4700,1936,750,691,137,554
6073004800,"Census Tract 48, San Diego County, California","Census Tract 48, San Diego County, California",6,73,4800,3727,1242,1016,189,827
6073004900,"Census Tract 49, San Diego County, California","Census Tract 49, San Diego County, California",6,73,4900,5179,1409,1347,228,1119
6073005000,"Census Tract 50, San Diego County, California","Census Tract 50, San Diego County, California",6,73,5000,2134,629,527,120,407
6073005100,"Census Tract 51, San Diego County, California","Census Tract 51, San Diego County, California",6,73,5100,6909,3394,3035,523,2512
6073005200,"Census Tract 52, San Diego County, California","Census Tract 52, San Diego County, California",6,73,5200,4904,3531,2733,260,2473
6073005300,"Census Tract 53, San Diego County, California","Census Tract 53, San Diego County, California",6,73,5300,6075,2922,2545,428,2117
6073005400,"Census Tract 54, San Diego County, California","Census Tract 54, San Diego County, California",6,73,5400,7567,6229,4774,2020,2754
6073005500,"Census Tract 55, San Diego County, California","Census Tract 55, San Diego County, California",6,73,5500,101,0,0,0,0
6073005600,"Census Tract 56, San Diego County, California","Census Tract 56, San Diego County, California",6,73,5600,3527,3065,2457,712,1745
6073005700,"Census Tract 57, San Diego County, California","Census Tract 57, San Diego County, California",6,73,5700,1662,908,787,48,739
6073005800,"Census Tract 58, San Diego County, California","Census Tract 58, San Diego County, California",6,73,5800,2800,2266,1571,401,1170
6073005900,"Census Tract 59, San Diego County, California","Census Tract 59, San Diego County, California",6,73,5900,2589,2102,1714,214,1500
6073006000,"Census Tract 60, San Diego County, California","Census Tract 60, San Diego County, California",6,73,6000,3437,2229,2068,707,1361
6073006100,"Census Tract 61, San Diego County, California","Census Tract 61, San Diego County, California",6,73,6100,2527,1257,1157,381,776
6073006200,"Census Tract 62, San Diego County, California","Census Tract 62, San Diego County, California",6,73,6200,29,0,0,0,0
6073006300,"Census Tract 63, San Diego County, California","Census Tract 63, San Diego County, California",6,73,6300,3184,11,11,0,11
6073006500,"Census Tract 65, San Diego County, California","Census Tract 65, San Diego County, California",6,73,6500,2674,1514,1389,227,1162
6073006600,"Census Tract 66, San Diego County, California","Census Tract 66, San Diego County, California",6,73,6600,2015,533,533,0,533
6073006801,"Census Tract 68.01, San Diego County, California","Census Tract 68.01, San Diego County, California",6,73,6801,2355,1432,1236,518,718
6073006802,"Census Tract 68.02, San Diego County, California","Census Tract 68.02, San Diego County, California",6,73,6802,5814,2471,2354,529,1825
6073006900,"Census Tract 69, San Diego County, California","Census Tract 69, San Diego County, California",6,73,6900,5684,2236,2106,1339,767
6073007002,"Census Tract 70.02, San Diego County, California","Census Tract 70.02, San Diego County, California",6,73,7002,3084,1265,1164,1050,114
6073007100,"Census Tract 71, San Diego County, California","Census Tract 71, San Diego County, California",6,73,7100,4729,2359,2121,1584,537
6073007200,"Census Tract 72, San Diego County, California","Census Tract 72, San Diego County, California",6,73,7200,5921,1602,1521,1262,259
6073007301,"Census Tract 73.01, San Diego County, California","Census Tract 73.01, San Diego County, California",6,73,7301,4355,3000,2475,330,2145
6073007302,"Census Tract 73.02, San Diego County, California","Census Tract 73.02, San Diego County, California",6,73,7302,2035,894,802,639,163
6073007400,"Census Tract 74, San Diego County, California","Census Tract 74, San Diego County, California",6,73,7400,6308,3163,2825,994,1831
6073007501,"Census Tract 75.01, San Diego County, California","Census Tract 75.01, San Diego County, California",6,73,7501,3841,2322,2063,486,1577
6073007502,"Census Tract 75.02, San Diego County, California","Census Tract 75.02, San Diego County, California",6,73,7502,2822,1806,1607,235,1372
6073007600,"Census Tract 76, San Diego County, California","Census Tract 76, San Diego County, California",6,73,7600,4563,3826,2301,859,1442
6073007701,"Census Tract 77.01, San Diego County, California","Census Tract 77.01, San Diego County, California",6,73,7701,4054,2459,2130,668,1462
6073007702,"Census Tract 77.02, San Diego County, California","Census Tract 77.02, San Diego County, California",6,73,7702,3477,2254,1993,431,1562
6073007800,"Census Tract 78, San Diego County, California","Census Tract 78, San Diego County, California",6,73,7800,5500,2694,2445,369,2076
6073007903,"Census Tract 79.03, San Diego County, California","Census Tract 79.03, San Diego County, California",6,73,7903,4855,2727,2415,704,1711
6073007905,"Census Tract 79.05, San Diego County, California","Census Tract 79.05, San Diego County, California",6,73,7905,2168,1604,1163,235,928
6073007907,"Census Tract 79.07, San Diego County, California","Census Tract 79.07, San Diego County, California",6,73,7907,2861,1716,1404,165,1239
6073007908,"Census Tract 79.08, San Diego County, California","Census Tract 79.08, San Diego County, California",6,73,7908,2700,1524,1445,286,1159
6073007910,"Census Tract 79.10, San Diego County, California","Census Tract 79.10, San Diego County, California",6,73,7910,2981,1692,1606,268,1338
6073008002,"Census Tract 80.02, San Diego County, California","Census Tract 80.02, San Diego County, California",6,73,8002,2344,1078,1015,735,280
6073008003,"Census Tract 80.03, San Diego County, California","Census Tract 80.03, San Diego County, California",6,73,8003,3219,1865,1731,496,1235
6073008006,"Census Tract 80.06, San Diego County, California","Census Tract 80.06, San Diego County, California",6,73,8006,3696,2089,1828,574,1254
6073008101,"Census Tract 81.01, San Diego County, California","Census Tract 81.01, San Diego County, California",6,73,8101,3665,2381,1867,670,1197
6073008102,"Census Tract 81.02, San Diego County, California","Census Tract 81.02, San Diego County, California",6,73,8102,3169,1538,1332,967,365
6073008200,"Census Tract 82, San Diego County, California","Census Tract 82, San Diego County, California",6,73,8200,2737,2354,1492,579,913
6073008301,"Census Tract 83.01, San Diego County, California","Census Tract 83.01, San Diego County, California",6,73,8301,2642,1294,1182,1016,166
6073008303,"Census Tract 83.03, San Diego County, California","Census Tract 83.03, San Diego County, California",6,73,8303,3294,1759,1413,1229,184
6073008305,"Census Tract 83.05, San Diego County, California","Census Tract 83.05, San Diego County, California",6,73,8305,4615,837,837,104,733
6073008306,"Census Tract 83.06, San Diego County, California","Census Tract 83.06, San Diego County, California",6,73,8306,3422,1197,1174,983,191
6073008307,"Census Tract 83.07, San Diego County, California","Census Tract 83.07, San Diego County, California",6,73,8307,3757,1574,1547,1207,340
6073008310,"Census Tract 83.10, San Diego County, California","Census Tract 83.10, San Diego County, California",6,73,8310,5365,2510,2245,2018,227
6073008311,"Census Tract 83.11, San Diego County, California","Census Tract 83.11, San Diego County, California",6,73,8311,2824,1185,1090,955,135
6073008312,"Census Tract 83.12, San Diego County, California","Census Tract 83.12, San Diego County, California",6,73,8312,3748,2005,1637,1010,627
6073008313,"Census Tract 83.13, San Diego County, California","Census Tract 83.13, San Diego County, California",6,73,8313,2189,915,834,630,204
6073008324,"Census Tract 83.24, San Diego County, California","Census Tract 83.24, San Diego County, California",6,73,8324,6890,3056,2783,2196,587
6073008327,"Census Tract 83.27, San Diego County, California","Census Tract 83.27, San Diego County, California",6,73,8327,5949,2472,2355,1657,698
6073008328,"Census Tract 83.28, San Diego County, California","Census Tract 83.28, San Diego County, California",6,73,8328,4993,1753,1664,1352,312
6073008329,"Census Tract 83.29, San Diego County, California","Census Tract 83.29, San Diego County, California",6,73,8329,6224,3379,3112,1607,1505
6073008330,"Census Tract 83.30, San Diego County, California","Census Tract 83.30, San Diego County, California",6,73,8330,5402,2099,2025,1249,776
6073008331,"Census Tract 83.31, San Diego County, California","Census Tract 83.31, San Diego County, California",6,73,8331,2576,882,882,763,119
6073008333,"Census Tract 83.33, San Diego County, California","Census Tract 83.33, San Diego County, California",6,73,8333,13681,4842,4609,2699,1910
6073008335,"Census Tract 83.35, San Diego County, California","Census Tract 83.35, San Diego County, California",6,73,8335,11194,3380,3338,2538,800
6073008336,"Census Tract 83.36, San Diego County, California","Census Tract 83.36, San Diego County, California",6,73,8336,2187,749,711,656,55
6073008337,"Census Tract 83.37, San Diego County, California","Census Tract 83.37, San Diego County, California",6,73,8337,4690,1318,1318,1183,135
6073008339,"Census Tract 83.39, San Diego County, California","Census Tract 83.39, San Diego County, California",6,73,8339,1936,890,777,169,608
6073008340,"Census Tract 83.40, San Diego County, California","Census Tract 83.40, San Diego County, California",6,73,8340,9490,4789,4194,789,3405
6073008341,"Census Tract 83.41, San Diego County, California","Census Tract 83.41, San Diego County, California",6,73,8341,7419,4060,3568,589,2979
6073008343,"Census Tract 83.43, San Diego County, California","Census Tract 83.43, San Diego County, California",6,73,8343,5106,2022,1984,349,1635
6073008344,"Census Tract 83.44, San Diego County, California","Census Tract 83.44, San Diego County, California",6,73,8344,3653,1270,1230,858,372
6073008345,"Census Tract 83.45, San Diego County, California","Census Tract 83.45, San Diego County, California",6,73,8345,3580,1702,1641,819,822
6073008346,"Census Tract 83.46, San Diego County, California","Census Tract 83.46, San Diego County, California",6,73,8346,5311,1609,1557,1243,314
6073008347,"Census Tract 83.47, San Diego County, California","Census Tract 83.47, San Diego County, California",6,73,8347,6588,2011,1967,1451,516
6073008348,"Census Tract 83.48, San Diego County, California","Census Tract 83.48, San Diego County, California",6,73,8348,5232,1854,1711,1168,543
6073008349,"Census Tract 83.49, San Diego County, California","Census Tract 83.49, San Diego County, California",6,73,8349,3585,1096,1032,736,296
6073008350,"Census Tract 83.50, San Diego County, California","Census Tract 83.50, San Diego County, California",6,73,8350,6459,2270,2178,1359,819
6073008351,"Census Tract 83.51, San Diego County, California","Census Tract 83.51, San Diego County, California",6,73,8351,4702,1394,1366,738,628
6073008352,"Census Tract 83.52, San Diego County, California","Census Tract 83.52, San Diego County, California",6,73,8352,4124,1135,1098,602,496
6073008353,"Census Tract 83.53, San Diego County, California","Census Tract 83.53, San Diego County, California",6,73,8353,5287,1594,1578,1179,399
6073008354,"Census Tract 83.54, San Diego County, California","Census Tract 83.54, San Diego County, California",6,73,8354,6214,2131,2086,1120,966
6073008355,"Census Tract 83.55, San Diego County, California","Census Tract 83.55, San Diego County, California",6,73,8355,3894,975,975,696,279
6073008356,"Census Tract 83.56, San Diego County, California","Census Tract 83.56, San Diego County, California",6,73,8356,3994,1390,1335,768,567
6073008357,"Census Tract 83.57, San Diego County, California","Census Tract 83.57, San Diego County, California",6,73,8357,4757,1551,1434,770,664
6073008358,"Census Tract 83.58, San Diego County, California","Census Tract 83.58, San Diego County, California",6,73,8358,7503,2251,2137,1282,855
6073008359,"Census Tract 83.59, San Diego County, California","Census Tract 83.59, San Diego County, California",6,73,8359,3657,1843,1670,231,1439
6073008360,"Census Tract 83.60, San Diego County, California","Census Tract 83.60, San Diego County, California",6,73,8360,6036,2198,1972,1151,821
