FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6073008361,"Census Tract 83.61, San Diego County, California","Census Tract 83.61, San Diego County, California",6,73,8361,2837,1518,1376,317,1059
6073008362,"Census Tract 83.62, San Diego County, California","Census Tract 83.62, San Diego County, California",6,73,8362,3580,1708,1569,737,832
6073008363,"Census Tract 83.63, San Diego County, California","Census Tract 83.63, San Diego County, California",6,73,8363,4868,2251,2175,101,2074
6073008364,"Census Tract 83.64, San Diego County, California","Census Tract 83.64, San Diego County, California",6,73,8364,5114,2851,2445,677,1768
6073008365,"Census Tract 83.65, San Diego County, California","Census Tract 83.65, San Diego County, California",6,73,8365,3008,912,912,825,87
6073008366,"Census Tract 83.66, San Diego County, California","Census Tract 83.66, San Diego County, California",6,73,8366,6194,1790,1748,1544,204
6073008501,"Census Tract 85.01, San Diego County, California","Census Tract 85.01, San Diego County, California",6,73,8501,5569,2179,2131,1379,752
6073008502,"Census Tract 85.02, San Diego County, California","Census Tract 85.02, San Diego County, California",6,73,8502,6302,2407,2294,1287,1007
6073008503,"Census Tract 85.03, San Diego County, California","Census Tract 85.03, San Diego County, California",6,73,8503,6467,2971,2798,1658,1140
6073008504,"Census Tract 85.04, San Diego County, California","Census Tract 85.04, San Diego County, California",6,73,8504,5439,2354,2241,1650,591
6073008505,"Census Tract 85.05, San Diego County, California","Census Tract 85.05, San Diego County, California",6,73,8505,6014,2189,2150,1476,674
6073008506,"Census Tract 85.06, San Diego County, California","Census Tract 85.06, San Diego County, California",6,73,8506,4418,1573,1513,838,675
6073008507,"Census Tract 85.07, San Diego County, California","Census Tract 85.07, San Diego County, California",6,73,8507,7893,2959,2866,1567,1299
6073008509,"Census Tract 85.09, San Diego County, California","Census Tract 85.09, San Diego County, California",6,73,8509,6792,2809,2767,1405,1362
6073008510,"Census Tract 85.10, San Diego County, California","Census Tract 85.10, San Diego County, California",6,73,8510,6884,2896,2696,1293,1403
6073008511,"Census Tract 85.11, San Diego County, California","Census Tract 85.11, San Diego County, California",6,73,8511,2997,1445,1291,694,597
6073008512,"Census Tract 85.12, San Diego County, California","Census Tract 85.12, San Diego County, California",6,73,8512,4397,1665,1612,1386,226
6073008513,"Census Tract 85.13, San Diego County, California","Census Tract 85.13, San Diego County, California",6,73,8513,2961,1111,1102,798,304
6073008600,"Census Tract 86, San Diego County, California","Census Tract 86, San Diego County, California",6,73,8600,6780,2029,1873,721,1152
6073008701,"Census Tract 87.01, San Diego County, California","Census Tract 87.01, San Diego County, California",6,73,8701,3653,1289,1245,201,1044
6073008702,"Census Tract 87.02, San Diego County, California","Census Tract 87.02, San Diego County, California",6,73,8702,5029,1797,1650,695,955
6073008800,"Census Tract 88, San Diego County, California","Census Tract 88, San Diego County, California",6,73,8800,7027,2033,1988,657,1331
6073008901,"Census Tract 89.01, San Diego County, California","Census Tract 89.01, San Diego County, California",6,73,8901,4836,2512,2262,1033,1229
6073008902,"Census Tract 89.02, San Diego County, California","Census Tract 89.02, San Diego County, California",6,73,8902,2146,1495,1304,721,583
6073009000,"Census Tract 90, San Diego County, California","Census Tract 90, San Diego County, California",6,73,9000,4013,1351,1299,444,855
6073009101,"Census Tract 91.01, San Diego County, California","Census Tract 91.01, San Diego County, California",6,73,9101,5695,2387,2353,1598,755
6073009102,"Census Tract 91.02, San Diego County, California","Census Tract 91.02, San Diego County, California",6,73,9102,3671,1809,1694,359,1335
6073009103,"Census Tract 91.03, San Diego County, California","Census Tract 91.03, San Diego County, California",6,73,9103,3483,1692,1532,1111,421
6073009104,"Census Tract 91.04, San Diego County, California","Census Tract 91.04, San Diego County, California",6,73,9104,2871,1176,1152,959,193
6073009106,"Census Tract 91.06, San Diego County, California","Census Tract 91.06, San Diego County, California",6,73,9106,4438,953,923,572,351
6073009107,"Census Tract 91.07, San Diego County, California","Census Tract 91.07, San Diego County, California",6,73,9107,3982,1999,1902,600,1302
6073009201,"Census Tract 92.01, San Diego County, California","Census Tract 92.01, San Diego County, California",6,73,9201,5185,1779,1601,536,1065
6073009202,"Census Tract 92.02, San Diego County, California","Census Tract 92.02, San Diego County, California",6,73,9202,4556,1925,1832,1171,661
6073009301,"Census Tract 93.01, San Diego County, California","Census Tract 93.01, San Diego County, California",6,73,9301,4916,1856,1811,997,814
6073009304,"Census Tract 93.04, San Diego County, California","Census Tract 93.04, San Diego County, California",6,73,9304,8119,4865,4256,905,3351
6073009305,"Census Tract 93.05, San Diego County, California","Census Tract 93.05, San Diego County, California",6,73,9305,4666,2197,2070,940,1130
6073009306,"Census Tract 93.06, San Diego County, California","Census Tract 93.06, San Diego County, California",6,73,9306,6215,2535,2501,1280,1221
6073009400,"Census Tract 94, San Diego County, California","Census Tract 94, San Diego County, California",6,73,9400,5656,593,540,32,508
6073009502,"Census Tract 95.02, San Diego County, California","Census Tract 95.02, San Diego County, California",6,73,9502,4115,1630,1630,938,692
6073009504,"Census Tract 95.04, San Diego County, California","Census Tract 95.04, San Diego County, California",6,73,9504,6298,1996,1899,1605,294
6073009505,"Census Tract 95.05, San Diego County, California","Census Tract 95.05, San Diego County, California",6,73,9505,6626,2754,2669,1809,860
6073009506,"Census Tract 95.06, San Diego County, California","Census Tract 95.06, San Diego County, California",6,73,9506,4148,1659,1593,1150,443
6073009507,"Census Tract 95.07, San Diego County, California","Census Tract 95.07, San Diego County, California",6,73,9507,3758,1599,1545,808,737
6073009509,"Census Tract 95.09, San Diego County, California","Census Tract 95.09, San Diego County, California",6,73,9509,3773,2142,1884,482,1402
6073009510,"Census Tract 95.10, San Diego County, California","Census Tract 95.10, San Diego County, California",6,73,9510,4938,1268,1214,0,1214
6073009511,"Census Tract 95.11, San Diego County, California","Census Tract 95.11, San Diego County, California",6,73,9511,4391,1036,980,0,980
6073009602,"Census Tract 96.02, San Diego County, California","Census Tract 96.02, San Diego County, California",6,73,9602,3692,1745,1595,1143,452
6073009603,"Census Tract 96.03, San Diego County, California","Census Tract 96.03, San Diego County, California",6,73,9603,4766,2815,2529,974,1555
6073009604,"Census Tract 96.04, San Diego County, California","Census Tract 96.04, San Diego County, California",6,73,9604,3162,1458,1286,740,546
6073009703,"Census Tract 97.03, San Diego County, California","Census Tract 97.03, San Diego County, California",6,73,9703,3371,1401,1311,945,366
6073009704,"Census Tract 97.04, San Diego County, California","Census Tract 97.04, San Diego County, California",6,73,9704,5808,2498,2320,1707,613
6073009705,"Census Tract 97.05, San Diego County, California","Census Tract 97.05, San Diego County, California",6,73,9705,3213,1518,1354,1042,312
6073009706,"Census Tract 97.06, San Diego County, California","Census Tract 97.06, San Diego County, California",6,73,9706,6830,2981,2727,2223,504
6073009801,"Census Tract 98.01, San Diego County, California","Census Tract 98.01, San Diego County, California",6,73,9801,4710,2280,2177,1415,762
6073009802,"Census Tract 98.02, San Diego County, California","Census Tract 98.02, San Diego County, California",6,73,9802,5547,2504,2353,1360,993
6073009804,"Census Tract 98.04, San Diego County, California","Census Tract 98.04, San Diego County, California",6,73,9804,4648,1828,1818,1558,260
6073009805,"Census Tract 98.05, San Diego County, California","Census Tract 98.05, San Diego County, California",6,73,9805,5267,2056,2031,1365,666
6073009901,"Census Tract 99.01, San Diego County, California","Census Tract 99.01, San Diego County, California",6,73,9901,639,13,13,0,13
6073009902,"Census Tract 99.02, San Diego County, California","Census Tract 99.02, San Diego County, California",6,73,9902,779,0,0,0,0
6073010001,"Census Tract 100.01, San Diego County, California","Census Tract 100.01, San Diego County, California",6,73,10001,3824,1153,1040,783,257
6073010003,"Census Tract 100.03, San Diego County, California","Census Tract 100.03, San Diego County, California",6,73,10003,5837,1509,1416,1154,262
6073010004,"Census Tract 100.04, San Diego County, California","Census Tract 100.04, San Diego County, California",6,73,10004,4503,1128,1086,932,154
6073010005,"Census Tract 100.05, San Diego County, California","Census Tract 100.05, San Diego County, California",6,73,10005,7851,1997,1977,770,1207
6073010009,"Census Tract 100.09, San Diego County, California","Census Tract 100.09, San Diego County, California",6,73,10009,6806,1666,1586,516,1070
6073010010,"Census Tract 100.10, San Diego County, California","Census Tract 100.10, San Diego County, California",6,73,10010,6012,1763,1744,936,808
6073010011,"Census Tract 100.11, San Diego County, California","Census Tract 100.11, San Diego County, California",6,73,10011,3946,971,918,610,308
6073010012,"Census Tract 100.12, San Diego County, California","Census Tract 100.12, San Diego County, California",6,73,10012,4916,1273,1251,410,841
6073010013,"Census Tract 100.13, San Diego County, California","Census Tract 100.13, San Diego County, California",6,73,10013,5800,1575,1458,168,1290
6073010014,"Census Tract 100.14, San Diego County, California","Census Tract 100.14, San Diego County, California",6,73,10014,19365,3926,3835,2431,1404
6073010015,"Census Tract 100.15, San Diego County, California","Census Tract 100.15, San Diego County, California",6,73,10015,2828,691,607,416,191
6073010103,"Census Tract 101.03, San Diego County, California","Census Tract 101.03, San Diego County, California",6,73,10103,6753,1803,1779,744,1035
6073010104,"Census Tract 101.04, San Diego County, California","Census Tract 101.04, San Diego County, California",6,73,10104,3406,1089,995,714,281
6073010106,"Census Tract 101.06, San Diego County, California","Census Tract 101.06, San Diego County, California",6,73,10106,5536,1551,1508,734,774
6073010107,"Census Tract 101.07, San Diego County, California","Census Tract 101.07, San Diego County, California",6,73,10107,6685,1828,1680,1078,602
6073010109,"Census Tract 101.09, San Diego County, California","Census Tract 101.09, San Diego County, California",6,73,10109,4496,1221,1151,832,319
6073010110,"Census Tract 101.10, San Diego County, California","Census Tract 101.10, San Diego County, California",6,73,10110,7384,2068,1870,1009,861
6073010111,"Census Tract 101.11, San Diego County, California","Census Tract 101.11, San Diego County, California",6,73,10111,3006,798,781,358,423
6073010112,"Census Tract 101.12, San Diego County, California","Census Tract 101.12, San Diego County, California",6,73,10112,5344,1466,1403,201,1202
6073010200,"Census Tract 102, San Diego County, California","Census Tract 102, San Diego County, California",6,73,10200,6537,2924,2349,1072,1277
6073010300,"Census Tract 103, San Diego County, California","Census Tract 103, San Diego County, California",6,73,10300,4671,1596,1438,782,656
